Name,Short Description,Description,Main Photo Filepath,Gallery Filepaths,Variants,URL
Polokošile ANDRO Ponca, <p>Příjemné na nošení díky použitému IndoorDry mikrovláknu a anatomickému střihu</p>, <h3>Detailní popis produktu</h3> <p>Popis produktu není dostupný</p>,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Ponca\MainImage\3838-1_ad8efc4b04974feca89da66ccca0a760.jpg,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Ponca\GalleryImages\3838-1_ad8efc4b04974feca89da66ccca0a760.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Ponca\GalleryImages\3838-2_ponca-1.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Ponca\GalleryImages\3838-3_ponca-2.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Ponca\GalleryImages\3838_polokosile-andro-ponca.jpg,"{""key_value_pairs"": {""Velikost"": ""S"", ""Barevná kombinace"": ""černá/žlutá""}, ""current_price"": 350, ""basic_price"": 680, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""S"", ""Barevná kombinace"": ""černá/fialová""}, ""current_price"": 350, ""basic_price"": 680, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""M"", ""Barevná kombinace"": ""černá/fialová""}, ""current_price"": 350, ""basic_price"": 680, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XXL"", ""Barevná kombinace"": ""modrá""}, ""current_price"": 350, ""basic_price"": 680, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XXL"", ""Barevná kombinace"": ""černá/fialová""}, ""current_price"": 350, ""basic_price"": 680, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""3XL"", ""Barevná kombinace"": ""černá/žlutá""}, ""current_price"": 350, ""basic_price"": 680, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-andro-ponca/
Polokošile ANDRO Ripoll blue/green bez potisku," <p>Polokošile z mikrovlákna;</p> <ul> <li>ve velikostech S a M - v těchto velikostech máme větší množství pro klub;</li> <li>bez reklamních potisků kromě loga andro v pravém horním rohu (profilová fotka zobrazuje tričko, které si klub potiskl pro své účely).</li> </ul>", <h3>Detailní popis produktu</h3> <p>Popis produktu není dostupný</p>,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Ripoll blue_green bez potisku\MainImage,,"{""key_value_pairs"": {""Velikost"": ""S""}, ""current_price"": 190, ""basic_price"": 190, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""M""}, ""current_price"": 190, ""basic_price"": 190, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""L""}, ""current_price"": 190, ""basic_price"": 190, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-andro-ripoll-blue-green-bez-potisku/
Polokošile ANDRO Ripoll violet, <p>Polokošile s límečkem z mikrovlákna</p>, <h3>Detailní popis produktu</h3> <p>Popis produktu není dostupný</p>,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Ripoll violet\MainImage\16498_polokosile-andro-ripoll-violet.jpg,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Ripoll violet\GalleryImages\16498-1_polokosile-andro-ripoll-violet.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Ripoll violet\GalleryImages\16498-2_polokosile-andro-ripoll-violet.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Ripoll violet\GalleryImages\16498_polokosile-andro-ripoll-violet.jpg,"{""key_value_pairs"": {""Velikost"": ""M""}, ""current_price"": 150, ""basic_price"": 150, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-andro-ripoll-violet/
Polokošile ANDRO Ripoll sulphur, <p>Tričko s límečkem z mikrovlákna</p>, <h3>Detailní popis produktu</h3> <p>Popis produktu není dostupný</p>,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Ripoll sulphur\MainImage\16314_302330-shirt-ripoll-blk-sulp-pet-72dpi-rgb.jpg,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Ripoll sulphur\GalleryImages\16314-1_302330-shirt-ripoll-blk-sulp-pet-back-72-dpi-rgb.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Ripoll sulphur\GalleryImages\16314_302330-shirt-ripoll-blk-sulp-pet-72dpi-rgb.jpg,"{""key_value_pairs"": {""Velikost"": ""S""}, ""current_price"": 350, ""basic_price"": 350, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""M""}, ""current_price"": 350, ""basic_price"": 350, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""L""}, ""current_price"": 350, ""basic_price"": 350, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XL""}, ""current_price"": 350, ""basic_price"": 350, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""3XL""}, ""current_price"": 350, ""basic_price"": 350, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""4XL""}, ""current_price"": 350, ""basic_price"": 350, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-andro-ripoll/
Polokošile ANDRO Skip Women, <p>Sportovní polokošile dámského střihu s ergonomicky umístěnými síťovými vsádkami pro lepší odvod potu;</p> <ul> <li>prodyšná díky funčknímu vláknu;</li> <li>zajímavé řešení límečku.</li> </ul>, <h3>Detailní popis produktu</h3> <p>Popis produktu není dostupný</p>,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Skip Women\MainImage\547_302241-skipwoman-blackyellow-72dpi-rgb.jpg,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Skip Women\GalleryImages\547-3_302241-skipwoman-blackyellow-back-72dpi-rgb.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Skip Women\GalleryImages\547_302241-skipwoman-blackyellow-72dpi-rgb.jpg,"{""key_value_pairs"": {""Textil"": ""dámská velikost: 36 (XS)"", ""Barevná kombinace"": ""černá/žlutá""}, ""current_price"": 190, ""basic_price"": 860, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 40 (M)"", ""Barevná kombinace"": ""černá/žlutá""}, ""current_price"": 190, ""basic_price"": 860, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 44 (XL)"", ""Barevná kombinace"": ""černá/žlutá""}, ""current_price"": 190, ""basic_price"": 860, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Textil"": ""dámská velikost: 46 (XXL)"", ""Barevná kombinace"": ""černá/žlutá""}, ""current_price"": 190, ""basic_price"": 860, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-andro-skip-women/
Polokošile ANDRO Talos Blue, <p>Kvalitní polokošile z mikrovlákna </p>, <h3>Detailní popis produktu</h3> <p>Popis produktu není dostupný</p>,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Talos Blue\MainImage\12590_talos-blue.jpg,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Talos Blue\GalleryImages\12590-1_talos-blue-2.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Talos Blue\GalleryImages\12590_talos-blue.jpg,"{""key_value_pairs"": {""Velikost"": ""S"", ""Barevná kombinace"": ""modrá""}, ""current_price"": 350, ""basic_price"": 350, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""M"", ""Barevná kombinace"": ""modrá""}, ""current_price"": 350, ""basic_price"": 350, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""3XL"", ""Barevná kombinace"": ""modrá""}, ""current_price"": 350, ""basic_price"": 350, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-andro-talos-modry/
Polokošile ANDRO Talos Red, <p>Tričko s límečkem z mikrovlákna ve velikostech XXS-XS</p>, <h3>Detailní popis produktu</h3> <p>Popis produktu není dostupný</p>,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Talos Red\MainImage\12023_talos-1.png,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Talos Red\GalleryImages\12023-1_talos-2.png|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Talos Red\GalleryImages\12023_talos-1.png,"{""key_value_pairs"": {""Velikost"": ""XXS"", ""Barevná kombinace"": ""červená""}, ""current_price"": 200, ""basic_price"": 200, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-andro-talos/
Polokošile ANDRO Teslin, <p>Tričko s límečkem ve dvou barevných kombinacích;</p> <ul> <li>vynikající odvod potu díky osvědčenému funkčnímu vláknu;</li> <li>vyrobeno postupem šetrným k přírodě.</li> </ul> <p> </p>," <h3>Detailní popis produktu</h3> <p><img alt=""andro-tabletennis-apparell-2020-2021-7781"" src=""https://cdn.myshoptet.com/usr/www.sportspin.cz/user/documents/upload/andro/andro textiles 2020/andro-tabletennis-apparell-2020-2021-7781.jpg""/></p>",H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Teslin\MainImage\10115_teslin-all.png,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Teslin\GalleryImages\10115-1_302160-teslin-shirt-blk-green.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Teslin\GalleryImages\10115-2_302159-teslin-shirt-blk-red-back.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Teslin\GalleryImages\10115-3_302160-teslin-shirt-blk-green-back.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Teslin\GalleryImages\10115_302159-teslin-shirt-blk-red.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Teslin\GalleryImages\10115_teslin-all.png,"{""key_value_pairs"": {""Velikost"": ""L"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 585, ""basic_price"": 780, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""L"", ""Barevná kombinace"": ""černá/červená""}, ""current_price"": 585, ""basic_price"": 780, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XL"", ""Barevná kombinace"": ""černá/červená""}, ""current_price"": 585, ""basic_price"": 780, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-andro-teslin/
Polokošile ANDRO Tilston, <p>Polokošile z mikrovlákna ve dvou barevných variantách;</p> <ul> <li>materiál šetrný k přírodě: indoorDry RECYCO funkční vlákno.</li> </ul> <p> </p>," <h3>Detailní popis produktu</h3> <p><strong>Tento produkt je u firmy andro dostupný ve vel. XXS-5XL. Lze se s námi domluvit na objednání i velikosti, která se neobjevuje v naší e-shopové nabídce.</strong></p> <p><img alt=""300.021.196_TILSTON_rot-schwarz_ACTION_2000px_01"" src=""https://cdn.myshoptet.com/usr/www.sportspin.cz/user/documents/upload/andro 2223/300.021.196_TILSTON_rot-schwarz_ACTION_2000px_01.jpg""/></p>",H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Tilston\MainImage\15117-8_300021195-andro-shirt-tilston-unisex-black-green-front-2000x2000px.jpg,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Tilston\GalleryImages\15117-1_300021196-andro-shirt-tilston-unisex-red-black-front-2000x2000px.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Tilston\GalleryImages\15117-2_300021195-andro-shirt-tilston-unisex-black-green-back-2000x2000px.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Tilston\GalleryImages\15117-3_300021196-andro-shirt-tilston-unisex-red-black-back-2000x2000px.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Tilston\GalleryImages\15117-4_300021195-andro-shirt-tilston-unisex-black-green-front-detail-2000x2000px.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Tilston\GalleryImages\15117-5_300021195-andro-shirt-tilston-unisex-black-green-front-detail-recyco-2000x2000px.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Tilston\GalleryImages\15117-6_300021196-andro-shirt-tilston-unisex-red-black-front-detail-2000x2000px.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Tilston\GalleryImages\15117-7_300021196-andro-shirt-tilston-unisex-red-black-front-detail-recyco-2000x2000px.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Tilston\GalleryImages\15117-8_300021195-andro-shirt-tilston-unisex-black-green-front-2000x2000px.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Tilston\GalleryImages\15117_300021195-andro-shirt-tilston-unisex-black-green-front-2000x2000px.jpg,"{""key_value_pairs"": {""Velikost"": ""L"", ""Barevná kombinace"": ""červená""}, ""current_price"": 880, ""basic_price"": 880, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XL"", ""Barevná kombinace"": ""černá/zelená""}, ""current_price"": 880, ""basic_price"": 880, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-andro-tilston/
Polokošile ANDRO Turai Cotton, <p>Kvalitní tričko ze silnější bavlny</p>, <h3>Detailní popis produktu</h3> <p>Popis produktu není dostupný</p>,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Turai Cotton\MainImage\15618-1_a.jpg,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Turai Cotton\GalleryImages\15618-1_a.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Turai Cotton\GalleryImages\15618-2_turai-2.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Turai Cotton\GalleryImages\15618-3_turai-3.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Turai Cotton\GalleryImages\15618-4_turai-4.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Turai Cotton\GalleryImages\15618-5_turai-5.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Turai Cotton\GalleryImages\15618-6_turai-6.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Turai Cotton\GalleryImages\15618_turai-1.jpg,"{""key_value_pairs"": {""Velikost"": ""XXS"", ""Barevná kombinace"": ""černá""}, ""current_price"": 350, ""basic_price"": 350, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""S"", ""Barevná kombinace"": ""černá""}, ""current_price"": 350, ""basic_price"": 350, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""S"", ""Barevná kombinace"": ""světle modrá""}, ""current_price"": 350, ""basic_price"": 350, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""M"", ""Barevná kombinace"": ""červená""}, ""current_price"": 350, ""basic_price"": 350, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""L"", ""Barevná kombinace"": ""červená""}, ""current_price"": 350, ""basic_price"": 350, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-andro-turai-cotton/
Polokošile ANDRO Wega Women," <p>Polokošile pro dámy z mikrovlákna ve velikosti XXL (obvod trička při dolním okraji trička je 124 cm);</p> <ul> <li>kratší střih, zúžený pas a výstřih ve tvaru V lichotí postavě.</li> </ul>", <h3>Detailní popis produktu</h3> <p>Popis produktu není dostupný</p>,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Wega Women\MainImage\10916_vega-w-1.jpg,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Wega Women\GalleryImages\10916-1_vega-w-2.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Wega Women\GalleryImages\10916_vega-w-1.jpg,"{""key_value_pairs"": {""Textil"": ""dámská velikost: 46 (XXL)"", ""Barevná kombinace"": ""modrá""}, ""current_price"": 190, ""basic_price"": 190, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-andro-vega-women/
Polokošile ANDRO Wega, <p>Polokošile z mikrovlákna ve dvou barevných variantách</p>, <h3>Detailní popis produktu</h3> <p>Popis produktu není dostupný</p>,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Wega\MainImage\10817-4_456481684-2232523927102872-1255533309791925564-n.jpg,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Wega\GalleryImages\10817-1_vega-4.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Wega\GalleryImages\10817-2_vega-6.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Wega\GalleryImages\10817-3_vega.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Wega\GalleryImages\10817-4_456481684-2232523927102872-1255533309791925564-n.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Wega\GalleryImages\10817-5_vega-5.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Wega\GalleryImages\10817-6_vega-3.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Wega\GalleryImages\10817_vega-2.jpg,"{""key_value_pairs"": {""Velikost"": ""S"", ""Barevná kombinace"": ""navy/modrá""}, ""current_price"": 350, ""basic_price"": 350, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""M"", ""Barevná kombinace"": ""navy/modrá""}, ""current_price"": 350, ""basic_price"": 350, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""L"", ""Barevná kombinace"": ""navy/modrá""}, ""current_price"": 350, ""basic_price"": 350, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""L"", ""Barevná kombinace"": ""černá/žlutá""}, ""current_price"": 350, ""basic_price"": 350, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XL"", ""Barevná kombinace"": ""navy/modrá""}, ""current_price"": 350, ""basic_price"": 350, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XL"", ""Barevná kombinace"": ""černá/žlutá""}, ""current_price"": 350, ""basic_price"": 350, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""3XL"", ""Barevná kombinace"": ""navy/modrá""}, ""current_price"": 350, ""basic_price"": 350, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-andro-vega/
Polokošile TIBHAR Arrows, <p>Sportovní polokošile ve čtyřech barevných kombinacích</p>, <h3>Detailní popis produktu</h3> <p>.</p>,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile TIBHAR Arrows\MainImage\6076_arrows-all.jpg,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile TIBHAR Arrows\GalleryImages\6076-1_arrows-shirt-navy-blue.png|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile TIBHAR Arrows\GalleryImages\6076-2_arrows-shirt-navy-red.png|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile TIBHAR Arrows\GalleryImages\6076-3_arrows-shirt-neongreen-blue.png|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile TIBHAR Arrows\GalleryImages\6076_arrows-all.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile TIBHAR Arrows\GalleryImages\6076_polokosile-tibhar-arrows.png,"{""key_value_pairs"": {""Velikost"": ""M"", ""Barevná kombinace"": ""modrá/žlutá""}, ""current_price"": 450, ""basic_price"": 900, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XXL"", ""Barevná kombinace"": ""modrá/žlutá""}, ""current_price"": 450, ""basic_price"": 900, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XXL"", ""Barevná kombinace"": ""navy/modrá""}, ""current_price"": 450, ""basic_price"": 900, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XXL"", ""Barevná kombinace"": ""navy/čevená""}, ""current_price"": 450, ""basic_price"": 900, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XXL"", ""Barevná kombinace"": ""zelená/modrá""}, ""current_price"": 450, ""basic_price"": 900, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-arrows/
Polokošile TIBHAR Astra Lady," <p>Dámská verze <a href=""/polokosile-astra/"">polokošile Astra</a> - kratšího střihu se zúžením v pase</p>"," <h3>Detailní popis produktu</h3> <p><img alt=""ASTRA@SCOCS_Action_1"" src=""https://cdn.myshoptet.com/usr/www.sportspin.cz/user/documents/upload/Tibhar/Tibhar 1718-hráči/ASTRA@SCOCS_Action_1.png""/></p>",H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile TIBHAR Astra Lady\MainImage,,"{""key_value_pairs"": {""Velikost"": ""XXL"", ""Barevná kombinace"": ""modrá""}, ""current_price"": 190, ""basic_price"": 850, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-astra-lady/
Polokošile TIBHAR Astra, <p>Pohodlná polokošile se zajímavým potiskem na předním dílu;</p> <ul> <li>límeček na knoflíčky;</li> <li>červená barva je zcela vyprodána.</li> </ul> <p><strong>Velikost XXS je zlevněna na 250 Kč/ks. Ostatní varianty vyjdou na 400 Kč/ks.</strong></p>," <h3>Detailní popis produktu</h3> <p><img alt=""ASRTA_Shirt@Group_01"" src=""https://cdn.myshoptet.com/usr/www.sportspin.cz/user/documents/upload/Tibhar/Tibhar 1718-hráči/ASRTA_Shirt@Group_01.png""/></p> <p> </p>",H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile TIBHAR Astra\MainImage\6853-4_astra-shirt-all.png,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile TIBHAR Astra\GalleryImages\6853-1_astra-shirt-green.png|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile TIBHAR Astra\GalleryImages\6853-2_astra-shirt-red.png|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile TIBHAR Astra\GalleryImages\6853-3_astra-shirt-turquoise.png|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile TIBHAR Astra\GalleryImages\6853-4_astra-shirt-all.png|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile TIBHAR Astra\GalleryImages\6853_astra-shirt-blue.png,"{""key_value_pairs"": {""Velikost"": ""XXS"", ""Barevná kombinace"": ""modrá""}, ""current_price"": 250, ""basic_price"": 850, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""M"", ""Barevná kombinace"": ""zelená""}, ""current_price"": 400, ""basic_price"": 850, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""M"", ""Barevná kombinace"": ""tyrkys""}, ""current_price"": 400, ""basic_price"": 850, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XXL"", ""Barevná kombinace"": ""modrá""}, ""current_price"": 400, ""basic_price"": 850, ""stock_status"": ""Na prodejně/ihned k odeslání""}|{""key_value_pairs"": {""Velikost"": ""XXL"", ""Barevná kombinace"": ""zelená""}, ""current_price"": 400, ""basic_price"": 850, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-astra/
Polokošile ANDRO Blake Women," <p>Dámská verze stylového funkčního trička s límečkem <a href=""/polokosile-blake/"">andro Blake</a>;</p> <ul> <li>kratší střih, zúžený v pase;</li> <li>prodyšné indoor DRY INTELLIGENT vlákno pro komfort při nošení;</li> <li>RUDOLF SILVERPLUS vlákno brání rozkladu potu a proto i nepříjemnému odéru;</li> <li>Hydrocool odsává a efektivně propouští vlhkost;</li> <li>tričko podporuje svobodu pohybu;</li> <li>možno prát i na nízkou teplotu.</li> </ul> <p> </p>", <h3>Detailní popis produktu</h3> <p>Popis produktu není dostupný</p>,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Blake Women\MainImage\5914_polokosile-andro-blake-women.jpg,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Blake Women\GalleryImages\5914-1_302205-blake-w-polo-blk-gree-back-72dpi.jpg|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile ANDRO Blake Women\GalleryImages\5914_polokosile-andro-blake-women.jpg,"{""key_value_pairs"": {""Textil"": ""dámská velikost: 46 (XXL)"", ""Barevná kombinace"": ""zelená""}, ""current_price"": 190, ""basic_price"": 980, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-blake-women/
Polokošile TIBHAR Break, <p>Sportovní polokošile s límečkem;</p> <ul> <li>jemné mikrovlákno;</li> <li>tři barevné kombinace.</li> </ul>, <h3>Detailní popis produktu</h3> <p>Popis produktu není dostupný</p>,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile TIBHAR Break\MainImage\6673_polokosile-tibhar-break.jpg,H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile TIBHAR Break\GalleryImages\6673-1_break-shirt-navy-blue.png|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile TIBHAR Break\GalleryImages\6673-2_break-shirt-black-red.png|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile TIBHAR Break\GalleryImages\6673_break-shirt-black-orange.png|H:\Desaka\SportSpin\Full_02.07.2025\Photos\Polokošile TIBHAR Break\GalleryImages\6673_polokosile-tibhar-break.jpg,"{""key_value_pairs"": {""Velikost"": ""XXL"", ""Barevná kombinace"": ""černá/červená""}, ""current_price"": 300, ""basic_price"": 850, ""stock_status"": ""Na prodejně/ihned k odeslání""}",https://www.sportspin.cz/polokosile-break/
