"memory_file","key","old_value","new_value","action"
"ProductTypeMemory_CS.csv","GEWO Hemd Rovigo S18-7 schwarz/rot M","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Rovigo S18-7 schwarz/rot S","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Rovigo S18-7 schwarz/rot XS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Teramo S18-1 Mikrofaser blau/navy S","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Teramo S18-1 Mikrofaser blau/navy XS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Teramo S18-1 Mikrofaser blau/navy XXS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Teramo S18-1 Mikrofaser blau/navy XXXS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Teramo S18-1 Mikrofaser schwarz/rot S","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Teramo S18-1 Mikrofaser schwarz/rot XXXL","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Teramo S18-1 Mikrofaser schwarz/rot XXXS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Teramo S18-2 Baumwolle blau/navy M","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Teramo S18-2 Baumwolle blau/navy S","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Teramo S18-2 Baumwolle schwarz/rot M","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Teramo S18-2 Baumwolle schwarz/rot S","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Teramo S18-2 Baumwolle schwarz/rot XS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Terni rot/schwarz S","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Tim rot/schwarz M","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Tim royal/marine M","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Tim royal/marine S","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Toledo Baumwolle schwarz/lime M","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Toledo Baumwolle schwarz/rot S","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Toledo schwarz/lime M","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Toledo schwarz/lime S","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Toledo schwarz/lime XXS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Toledo schwarz/lime XXXL","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Toledo schwarz/lime XXXS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Toledo schwarz/rot M","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Toledo schwarz/rot XS","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Toledo schwarz/rot XXL","Polokošile","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Hemd Toledo schwarz/rot XXXS","Polokošile","","kept_old"
"ProductTypeMemory_CS.csv","GEWO Hemd Toledo schwarz/rot XXXXL","Polokošile","","kept_old"
"ProductTypeMemory_CS.csv","GEWO Hemd Trapani blau/navy S","Polokošile","","kept_old"
"ProductTypeMemory_CS.csv","GEWO Hemd Trapani rot/schwarz S","Polokošile","","kept_old"
"ProductTypeMemory_CS.csv","GEWO Hemd Trapani schwarz/grau S","Polokošile","","kept_old"
"ProductTypeMemory_CS.csv","GEWO Hemd Trapani schwarz/grau XXXS","Polokošile","","kept_old"
"ProductTypeMemory_CS.csv","GEWO Hoodie Leo schwarz/rot L","Mikina","","kept_old"
"ProductTypeMemory_CS.csv","GEWO Hoodie Leo schwarz/rot XXXS","Mikina","","kept_old"
"ProductTypeMemory_CS.csv","GEWO Hoodie Leo schwarz/rot XXXXL","Mikina","","kept_old"
"ProductTypeMemory_CS.csv","GEWO HydroTec Reinigungsschaum 100 ml","Čistič","","kept_old"
"ProductTypeMemory_CS.csv","GEWO Kleber HydroTec Ersatzset","Sada na lepení","","kept_old"
"ProductTypeMemory_CS.csv","GEWO Netzgarnitur Avant Snap schwarz","Síťka","","kept_old"
"ProductTypeMemory_CS.csv","GEWO Netzlehre schwarz","Měrka","","kept_old"
"ProductTypeMemory_CS.csv","GEWO Outdoor Schläger blau konkav","Pálka","","kept_old"
"ProductTypeMemory_CS.csv","GEWO Platzierungstafel gold","Tabulka","","kept_old"
"ProductTypeMemory_CS.csv","GEWO Platzierungstafel silber","Tabulka","","kept_old"
"ProductTypeMemory_CS.csv","GEWO Return-Brett Pro 2002","Deska","","previously_rejected"
"ProductTypeMemory_CS.csv","GEWO Rucksack Stripes schwarz/lime","Taška","Batoh","accepted"
"ProductTypeMemory_CS.csv","GEWO Rundhülle Master  schwarz/blau","Příslušenství","Pouzdro","manual"
"ProductTypeMemory_CS.csv","GEWO Rundhülle Master  schwarz/rot","Příslušenství","Pouzdro","accepted"
"ProductTypeMemory_CS.csv","GEWO Rundhülle Nexxus blau","Příslušenství","Pouzdro","accepted"
"ProductTypeMemory_CS.csv","GEWO Rundhülle Nova schwarz/hellblau","Příslušenství","Pouzdro","accepted"
"ProductTypeMemory_CS.csv","GEWO Rundhülle Spy grau/rot","Příslušenství","Pouzdro","accepted"
"ProductTypeMemory_CS.csv","GEWO Rundhülle Stripes schwarz/lime","Příslušenství","Pouzdro","accepted"
"ProductTypeMemory_CS.csv","GEWO Rundhülle Wave  marine/hellblau","Příslušenství","Pouzdro","accepted"
"ProductTypeMemory_CS.csv","GEWO Rundhülle Wave  schwarz/rot","Příslušenství","Pouzdro","accepted"
"ProductTypeMemory_CS.csv","GEWO Rückennummern 1-6","Příslušenství","Čísla na dresy","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger CS Energy Carbon  konkav","Příslušenství","Pálka","manual"
"ProductTypeMemory_CS.csv","GEWO Schläger CS Energy Carbon Pro  konkav","Příslušenství","Pálka","manual"
"ProductTypeMemory_CS.csv","GEWO Schläger CS Energy Control  konkav","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger CS Energy Power  konkav","Příslušenství","Pálka","manual"
"ProductTypeMemory_CS.csv","GEWO Schläger Carat 2,0/1,8  anatomisch","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger Carat 2,0/1,8  gerade","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger Carat 2,0/1,8  konkav","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger Champ   konkav","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger PS Blast Carbon   konkav","Příslušenství","Pálka","manual"
"ProductTypeMemory_CS.csv","GEWO Schläger PS Blast Carbon Pro  konkav","Příslušenství","Pálka","manual"
"ProductTypeMemory_CS.csv","GEWO Schläger PS Blast Control  konkav","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger PS Blast Junior  konkav","Příslušenství","Pálka","manual"
"ProductTypeMemory_CS.csv","GEWO Schläger PS Blast Power  konkav","Příslušenství","Pálka","manual"
"ProductTypeMemory_CS.csv","GEWO Schläger Rave Action  konkav","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger Rave Game  konkav","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger Rave Junior  konkav","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger Rave Speed  konkav","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger Smash  anatomisch","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger Smash  gerade","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger Smash  konkav","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger Standard Pro  konkav","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger Zoom Balance mit Proton Neo 375 1,8+Return Pro 1,6mm  anatomisch","Příslušenství","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger Zoom Balance mit Proton Neo 375 1,8+Return Pro 1,6mm  gerade","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger Zoom Balance mit Proton Neo 375 1,8+Return Pro 1,6mm  konkav","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger Zoom Balance mit Proton Neo 375 1,8+Return Pro 1,8mm  anatomisch","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger Zoom Balance mit Proton Neo 375 1,8+Return Pro 1,8mm  gerade","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger Zoom Balance mit Proton Neo 375 1,8+Return Pro 1,8mm  konkav","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger Zoom Balance mit Proton Neo 375 2,0+Return Pro 1,8  anatomisch","Příslušenství","Hotová pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger Zoom Balance mit Proton Neo 375 2,0+Return Pro 1,8  gerade","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger Zoom Balance mit Proton Neo 375 2,0+Return Pro 1,8  konkav","Příslušenství","Pálka","manual"
"ProductTypeMemory_CS.csv","GEWO Schläger Zoom Pro Light mit Neoflexx 40 und Return Pro 1,9/1,6  konkav small","Příslušenství","Pálka","manual"
"ProductTypeMemory_CS.csv","GEWO Schläger Zoom Pro mit Neoflexx 40 und Return Pro 2,1/1,8  anatomisch","Příslušenství","Pálka","manual"
"ProductTypeMemory_CS.csv","GEWO Schläger Zoom Pro mit Neoflexx 40 und Return Pro 2,1/1,8  gerade","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger Zoom Pro mit Neoflexx 40 und Return Pro 2,1/1,8  konkav","Příslušenství","Pálka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schläger: Holz Celexxis Hinoki Ex-Carbon OFF mit Nexxus EL Pro 50 SuperSelect + 48 konkav","Pálka","","kept_old"
"ProductTypeMemory_CS.csv","GEWO Schläger: Holz In-Force PBO-PC mit Nexxus EL Pro45 SupSel + Proton Neo 450 gerade","Pálka","","kept_old"
"ProductTypeMemory_CS.csv","GEWO Schlägerkoffer Alu-Safe blau","Příslušenství","Kufřík","accepted"
"ProductTypeMemory_CS.csv","GEWO Schlägerkoffer Alu-Safe schwarz","Příslušenství","Kufřík","accepted"
"ProductTypeMemory_CS.csv","GEWO Schlägerkoffer Alu-Safe silber","Pálka","Kufřík","manual"
"ProductTypeMemory_CS.csv","GEWO Schlägerset Rave Speed","Pálka","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Schlüsselanhänger Player","Příslušenství","Klíčenka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schlüsselanhänger Racket rot","Příslušenství","Klíčenka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schlüsselanhänger TT-Table","Stůl","Klíčenka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schlüsselanhänger Trendy","Příslušenství","Klíčenka","manual"
"ProductTypeMemory_CS.csv","GEWO Schlüsselanhänger blau","Příslušenství","Klíčenka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schlüsselanhänger orange","Příslušenství","Klíčenka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schlüsselanhänger rot","Příslušenství","Klíčenka","accepted"
"ProductTypeMemory_CS.csv","GEWO Schultischtennis-Set II","Stůl","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Schweißband blau","Příslušenství","Potítko","accepted"
"ProductTypeMemory_CS.csv","GEWO Schweißband rot","Příslušenství","Potítko","accepted"
"ProductTypeMemory_CS.csv","GEWO Schweißband schwarz","Příslušenství","Potítko","accepted"
"ProductTypeMemory_CS.csv","GEWO Select Pro 40+ *** 10x 72er Karton weiß","Příslušenství","Sada","manual"
"ProductTypeMemory_CS.csv","GEWO Select Pro 40+ *** 12x 6er Schachtel weiß","Příslušenství","Sada","manual"
"ProductTypeMemory_CS.csv","GEWO Select Pro 40+ *** 20x 72er Karton weiß","Příslušenství","Sada","manual"
"ProductTypeMemory_CS.csv","GEWO Select Pro 40+ *** 24x 3er Schachtel weiß","Příslušenství","Sada","manual"
"ProductTypeMemory_CS.csv","GEWO Set 10x Klebefolie clean Stick","Čistič","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set 1x Midi Tisch + 1x Midi Schlägerset blau","Stůl","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set 1x Mini Tisch + 1x Midi Schlägerset blau","Stůl","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set 2x Handtuch M navy/blau","Ručník","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set 2x Handtuch Super Select schwarz/grün","Ručník","Sada","manual"
"ProductTypeMemory_CS.csv","GEWO Set 2x Netz World Cup + 1x Netzlehre","Síťka","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set 2x Netzgarnitur  Avant Prime schwarz","Síť","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set 2x Netzgarnitur Avant Snap schwarz","Síť","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set 2x T-Shirt Eagle L","Tričko","Sada","manual"
"ProductTypeMemory_CS.csv","GEWO Set 2x T-Shirt Eagle M","Tričko","Sada","manual"
"ProductTypeMemory_CS.csv","GEWO Set 2x T-Shirt Eagle S","Tričko","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set 2x T-Shirt Eagle XL","Tričko","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set 2x T-Shirt Eagle XS","Tričko","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set 2x T-Shirt Eagle XXL","Tričko","Sada","manual"
"ProductTypeMemory_CS.csv","GEWO Set 2x T-Shirt Eagle XXXL","Tričko","Sada","manual"
"ProductTypeMemory_CS.csv","GEWO Set 2x T-Shirt Eagle XXXS","Tričko","Sada","manual"
"ProductTypeMemory_CS.csv","GEWO Set 2x T-Shirt Eagle XXXXL","Tričko","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set 2x T-Shirt Eagle XXXXS","Tričko","Sada","manual"
"ProductTypeMemory_CS.csv","GEWO Set 2x T-Shirt Gandia L","Tričko","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set 2x T-Shirt Gandia M","Tričko","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set 2x T-Shirt Gandia S","Tričko","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set 2x T-Shirt Gandia XL","Tričko","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set 2x T-Shirt Gandia XS","Tričko","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set 2x T-Shirt Gandia XXL","Tričko","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set 2x T-Shirt Gandia XXS","Tričko","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set 2x T-Shirt Gandia XXXL","Tričko","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set 2x Tisch CS Pro Compact blau","Stůl","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set 6x Netzgarnitur  Avant Prime schwarz","Síť","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set 6x Netzgarnitur Avant Snap schwarz","Síť","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set HydroTec Reiniger 1x 250ml + 1x 1000ml","Čistič","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Set Tisch Indoor Duo 22 + Schlägerset Rave Speed + Netz CS Clip + 12er Trainingsball blau","Stůl","Sada","accepted"
"ProductTypeMemory_CS.csv","GEWO Snapback-Cap grau/rot","Příslušenství","Kšiltovka","accepted"
"ProductTypeMemory_CS.csv","GEWO Spielstandanzeiger","Příslušenství","Počítadlo","manual"
"ProductTypeMemory_CS.csv","GEWO Spin-Coach","Příslušenství","Tréninková pomůcka","accepted"
"ProductTypeMemory_CS.csv","GEWO Stirnband blau melange","Příslušenství","Čelenka","accepted"
"ProductTypeMemory_CS.csv","GEWO Stirnband grau melange","Příslušenství","Čelenka","accepted"
"ProductTypeMemory_CS.csv","GEWO Stirnband lila melange","Příslušenství","Čelenka","accepted"
"ProductTypeMemory_CS.csv","GEWO T-Shirt Set Ferrara + Matera L","Tričko","Sada","manual"
"ProductTypeMemory_CS.csv","GEWO T-Shirt Set Ferrara + Matera M","Tričko","Sada","manual"
"ProductTypeMemory_CS.csv","GEWO T-Shirt Set Ferrara + Matera S","Tričko","Sada","manual"
"ProductTypeMemory_CS.csv","GEWO T-Shirt Set Ferrara + Matera XL","Tričko","Sada","manual"
"ProductTypeMemory_CS.csv","GEWO T-Shirt Set Ferrara + Matera XS","Tričko","Sada","manual"
"ProductTypeMemory_CS.csv","GEWO T-Shirt Set Ferrara + Matera XXL","Tričko","Sada","manual"
"ProductTypeMemory_CS.csv","GEWO T-Shirt Set Ferrara + Matera XXS","Tričko","Sada","manual"
"ProductTypeMemory_CS.csv","GEWO T-Shirt Set Ferrara + Matera XXXL","Tričko","Sada","manual"
"ProductTypeMemory_CS.csv","GEWO T-Shirt Set Ferrara + Matera XXXS","Tričko","Sada","manual"
"ProductTypeMemory_CS.csv","GEWO T-Shirt Set Ferrara + Matera XXXXL","Tričko","Sada","manual"
"ProductTypeMemory_CS.csv","GEWO T-Shirt Set Ferrara + Matera XXXXS","Tričko","Sada","manual"
