"memory_file","key","old_value","new_value","action"
"ProductModelMemory_CS.csv","andro Holz Inizio Green ALL konkav small","Inizio Green ALL","","previously_rejected"
"ProductModelMemory_CS.csv","andro Holz Kanter FO OFF   konkav","Kanter FO OFF","","previously_rejected"
"ProductModelMemory_CS.csv","andro Holz Kanter FO OFF gerade","Kanter FO OFF","","previously_rejected"
"ProductModelMemory_CS.csv","andro Holz Kanter FO OFF konkav","Kanter FO OFF","","previously_rejected"
"ProductModelMemory_CS.csv","andro Holz Synteliac ZCI  konkav","Synteliac ZCI","","previously_rejected"
"ProductModelMemory_CS.csv","andro Holz Synteliac ZCI konkav","Synteliac ZCI","","previously_rejected"
"ProductModelMemory_CS.csv","andro Holz Timber 5 ALL Black gerade","Timber 5 ALL","","previously_rejected"
"ProductModelMemory_CS.csv","andro Holz Timber 5 ALL Black konkav","Timber 5 ALL","","previously_rejected"
"ProductModelMemory_CS.csv","andro Holz Timber5 DEF  konkav","Timber 5 DEF","","previously_rejected"
"ProductModelMemory_CS.csv","andro Holz Treiber CO OFF/S  gerade","Treiber CO OFF/S","","previously_rejected"
"ProductModelMemory_CS.csv","andro Holz Treiber CO OFF/S  konkav","Treiber CO OFF/S","","previously_rejected"
"ProductModelMemory_CS.csv","andro Holz Treiber Fl OFF  anatomisch","Treiber Fl OFF","","previously_rejected"
"ProductModelMemory_CS.csv","andro Holz Treiber Fl OFF  gerade","Treiber Fl OFF","","previously_rejected"
"ProductModelMemory_CS.csv","andro Holz Treiber Fl OFF  konkav","Treiber Fl OFF","","previously_rejected"
"ProductModelMemory_CS.csv","andro Holz Treiber Fl OFF anatomisch","Treiber Fl OFF","","previously_rejected"
"ProductModelMemory_CS.csv","andro Holz Treiber Fl OFF gerade","Treiber Fl OFF","","previously_rejected"
"ProductModelMemory_CS.csv","andro Holz Treiber Fl OFF konkav","Treiber Fl OFF","","previously_rejected"
"ProductModelMemory_CS.csv","andro Holz Unity 5 OFF gerade","Unity 5 OFF","","previously_rejected"
"ProductModelMemory_CS.csv","andro Kantenband Cl 10mm/50m schwarz/gelb","Cl 10mm/50m","","previously_rejected"
"ProductModelMemory_CS.csv","andro Kantenband Cl 10mm/5m schwarz/gelb","Cl 10mm/5m","","previously_rejected"
"ProductModelMemory_CS.csv","andro Kantenband Cl 12mm/50m schwarz/gelb","Cl 12mm/50m","","previously_rejected"
"ProductModelMemory_CS.csv","andro Kantenband Cl 12mm/5m schwarz/gelb","Cl 12mm/5m","","previously_rejected"
"ProductModelMemory_CS.csv","andro Kantenband Colors 10mm/50m multicolor","Colors 10mm/50m","","previously_rejected"
"ProductModelMemory_CS.csv","andro Kantenband Colors 10mm/5m multicolor","Colors 10mm/5m","","previously_rejected"
"ProductModelMemory_CS.csv","andro Kantenband Colors 12mm/50m multicolor","Colors 12mm/50m","","previously_rejected"
"ProductModelMemory_CS.csv","andro Kantenband Colors 12mm/5m multicolor","Colors 12mm/5m","","previously_rejected"
"ProductModelMemory_CS.csv","andro Klebefolie Free Sticker","ochranná Free Sticker","","previously_rejected"
"ProductModelMemory_CS.csv","andro Kleber Pro Glu 100 g","Pro Glu 100 g","","previously_rejected"
"ProductModelMemory_CS.csv","andro Kleber Pro Glu 30 g","Pro Glu 30 g","","previously_rejected"
"ProductModelMemory_CS.csv","andro Reiniger FREE Clean 1000ml","FREE Clean 1000ml","","previously_rejected"
"ProductModelMemory_CS.csv","andro Reiniger FREE Clean 100ml","FREE Clean 100ml","","previously_rejected"
"ProductModelMemory_CS.csv","andro Reiniger FREE Clean 125ml","FREE Clean 125ml","","previously_rejected"
"ProductModelMemory_CS.csv","andro Reiniger FREE Clean 250ml","FREE Clean 250ml","","previously_rejected"
"ProductModelMemory_CS.csv","andro Schläger R2P Easy Kid konkav small","R2P Easy Kid","","previously_rejected"
"ProductModelMemory_CS.csv","andro Schläger R2P Tec konkav","R2P Tec","","previously_rejected"
"ProductModelMemory_CS.csv","andro Schuhtasche Moriva schwarz","na boty Moriva","","previously_rejected"
"ProductModelMemory_CS.csv","andro Sporttasche Moriva L schwarz","Moriva","","previously_rejected"
"ProductModelMemory_CS.csv","andro Sporttasche Moriva S schwarz","Moriva","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Avos (bavlna)","Avos (bavlna)","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Fraser na 1 pálku","Fraser na 1 pálku","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Fraser na 2 pálky","Fraser na 2 pálky","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Gauzy SL OFF","Gauzy SL OFF","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Kanter FO OFF","Kanter FO OFF","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Kufřík Alu Double Black Star","Alu Double Black Star","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Lak FreeSeal (25g)","FreeSeal (25g)","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Lanton Women","Lanton Women","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Lavor Women","Lavor Women","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Lepidlo Pro Glu (100 ml)","Pro Glu (100 ml)","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Lepidlo TurboFix (1000 ml)","TurboFix (1000 ml)","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Lepidlo TurboFix (250 ml)","TurboFix (250 ml)","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Lepidlo TurboFix (50 ml)","TurboFix 50 ml","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Maboon na 2 pálky","Maboon na 2 pálky","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Moriva Single","Moriva Single","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Moriva taška na boty","Moriva na boty","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Novacell ALL/S","Novacell ALL/S","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Novacell OFF/S","Novacell OFF/S","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Páska CI 10mm/5 m","CI 10mm/5m","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Páska Colors 10 mm/5 m","Colors 10mm/5m","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Páska Colors 10 mm/50 m","Colors 10mm/50m","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Páska Colors 12 mm/5 m","Colors 12mm/5m","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Páska Colors 12 mm/50 m","Colors 12mm/50m","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Páska Stripes 10 mm/5 m","Stripes 10mm/5m","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Páska Stripes 10 mm/50 m","Stripes 10mm/50m","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Páska Stripes 12 mm/50 m","Stripes 12mm/50m","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Sintra na 2 pálky","Sintra na 2 pálky","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Sprej Free Clean 2 (125 ml)","Sprej Free Clean 2","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Sprej Free Clean 2 (250 ml)","Sprej Free Clean 2","","previously_rejected"
"ProductModelMemory_CS.csv","andro-TP Ligna CI OFF","TP Ligna CI OFF","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Timber 7 OFF/S","Timber 7 OFF/S","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Treiber FO OFF/S","Treiber FO OFF/S","","kept_old"
"ProductModelMemory_CS.csv","andro-Wanokiwami AO OFF","Wanokiwami AO OFF","","previously_rejected"
"ProductModelMemory_CS.csv","andro-Čistič Combi Free Clean 2 (100 ml)","Combi Free Clean 2 (100 ml)","","kept_old"
"ProductModelMemory_CS.csv","der materialspezialist Belag Sabotage DEF incl. DK4 Folie pink 0,5 mm","Sabotage DEF s ochrannou fólií","","kept_old"
"ProductModelMemory_CS.csv","der materialspezialist Belag Sabotage DEF incl. DK4 Folie pink 1,0 mm","Sabotage DEF s ochrannou fólií","","kept_old"
"ProductModelMemory_CS.csv","der materialspezialist Belag Sabotage DEF incl. DK4 Folie pink 1,5 mm","Sabotage DEF s ochrannou fólií","","kept_old"
"ProductModelMemory_CS.csv","der materialspezialist Holz Scooper DEF gerade","Scooper-DEF","Scooper DEF","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz Scooper DEF konkav","Scooper DEF konkav","Scooper DEF","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz Scooper OFF gerade","Scooper OFF gerade","Scooper OFF","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz Scooper OFF konkav","Scooper OFF konkav","Scooper OFF","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz Super Control gerade","Super Control gerade","Super Control","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz Super Control konkav","Super Control konkav","Super Control","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz Terror anatomisch","Terror anatomisch","Terror","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz Terror gerade","Terror gerade","Terror","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz Terror konkav","Terror konkav","Terror","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz The Wall Carbon gerade","The Wall Carbon gerade","The Wall Carbon","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz The Wall Carbon konkav","The Wall Carbon konkav","The Wall Carbon","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz The Wall gerade","The Wall gerade","The Wall","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz The Wall konkav","The Wall konkav","The Wall","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz Tomahawk Next Generation anatomisch","Tomahawk Next Generation anatomisch","Tomahawk Next Generation","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz Tomahawk Next Generation gerade","Tomahawk Next Generation gerade","Tomahawk Next Generation","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz Trouble anatomisch","Trouble anatomisch","Trouble","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz Trouble gerade","Trouble gerade","Trouble","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz Trouble konkav","Trouble konkav","Trouble","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz Wizard Fire gerade","Wizard Fire gerade","Wizard Fire","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz Wizard Fire konkav","Wizard Fire konkav","Wizard Fire","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz Wizard anatomisch","Wizard anatomisch","Wizard","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz Wizard gerade","Wizard gerade","Wizard","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Holz Wizard konkav","Wizard konkav","Wizard","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Klebefolie MSP-DK4","Klebefolie MSP-DK4","MSP-DK4","accepted"
"ProductModelMemory_CS.csv","der materialspezialist Pro Anti Clean 50ml","Pro Anti Clean 50ml","","kept_old"
"ProductModelMemory_CS.csv","lepící fólie Andro Free Stick","lepící Free Stick","","kept_old"
"ProductModelMemory_CS.csv","ochranná fólie Andro Get The Edge","ochranná Get The Edge","","kept_old"
"ProductModelMemory_CS.csv","ochranná fólie Tibhar Fresh","ochranná Fresh","","kept_old"
"ProductModelMemory_CS.csv","ochranná páska Tibhar Classic 5 M","Classic 5","","kept_old"
"ProductModelMemory_CS.csv","potah Andro GTT 45","GTT","GTT 45","accepted"
"ProductModelMemory_CS.csv","potah Andro Nuzn 45","Nuzn","Nuzn 45","accepted"
"ProductModelMemory_CS.csv","potítko Tibhar Evolution S","Evolution","Evolution S","accepted"
"ProductModelMemory_CS.csv","pouzdro Andro Crory Hardcase","Crory","Crory Hardcase","accepted"
"ProductModelMemory_CS.csv","poťah Andro Impuls Powersponge","Impuls Powersponge","","kept_old"
"ProductModelMemory_CS.csv","poťah Andro NUZN 50","NUZN","Nuzn 50","accepted"
"ProductModelMemory_CS.csv","poťah Andro NUZN 55","NUZN","Nuzn 55","accepted"
"ProductModelMemory_CS.csv","poťah Der-materialspezialist Anti-Speed","Der-materialspezialist Anti-Speed","Anti-Speed","accepted"
"ProductModelMemory_CS.csv","poťah Donic Coppa X1 Gold","Coppa X1","Coppa X1 Gold","accepted"
"ProductModelMemory_CS.csv","poťah Donic Coppa X3 Silver","Coppa X3","Coppa X3 Silver","accepted"
"ProductModelMemory_CS.csv","poťah Donic Slice 40 CD","Slice CD","Slice 40 CD","accepted"
"ProductModelMemory_CS.csv","poťah Donic Slice 40 CS","Slice CS","Slice 40 CS","accepted"
"ProductModelMemory_CS.csv","poťah Donic Sonex JP Gold","Sonex JP","Sonex JP Gold","accepted"
"ProductModelMemory_CS.csv","poťah Dr. Neubauer Bison+","Bison+","","kept_old"
"ProductModelMemory_CS.csv","poťah Victas V > 01","V > 01","","kept_old"
"ProductModelMemory_CS.csv","poťah Victas V > 01 Limber","V > 01 Limber","","kept_old"
"ProductModelMemory_CS.csv","poťah Victas V > 01 Stiff","V > 01 Stiff","","kept_old"
"ProductModelMemory_CS.csv","poťah Victas V > 11 Extra","V > 11 Extra","","kept_old"
"ProductModelMemory_CS.csv","poťah Victas V > 15 Extra","V > 15 Extra","","kept_old"
"ProductModelMemory_CS.csv","poťah Victas V > 15 Limber","V > 15 Limber","","kept_old"
"ProductModelMemory_CS.csv","poťah Victas V > 15 Stiff","V > 15 Stiff","","kept_old"
"ProductModelMemory_CS.csv","poťah Victas V > 22 Double Extra","V > 22 Double Extra","","kept_old"
"ProductModelMemory_CS.csv","sunflex Holz CHW Team Hong Kong anatomisch","CHW Team Hong Kong anatomisch","CHW Team Hong Kong","accepted"
"ProductModelMemory_CS.csv","sunflex Holz CHW Team Hong Kong gerade","CHW Team Hong Kong gerade","CHW Team Hong Kong","accepted"
"ProductModelMemory_CS.csv","sunflex Holz CHW Team Hong Kong konkav","CHW Team Hong Kong konkav","CHW Team Hong Kong","accepted"
"ProductModelMemory_CS.csv","sunflex Holz LSH Offensive+ SC konkav","LSH Offensive+ SC konkav","LSH Offensive+ SC","accepted"
"ProductModelMemory_CS.csv","sunflex Holz LSH Team Hong Kong anatomisch","LSH Team Hong Kong anatomisch","LSH Team Hong Kong","accepted"
"ProductModelMemory_CS.csv","sunflex Holz LSH Team Hong Kong gerade","LSH Team Hong Kong gerade","LSH Team Hong Kong","accepted"
"ProductModelMemory_CS.csv","sunflex Holz LSH Team Hong Kong konkav","LSH Team Hong Kong konkav","LSH Team Hong Kong","accepted"
"ProductModelMemory_CS.csv","sunflex Holz LSH Tokyo 2020 Edition Off konkav","LSH Tokyo 2020 Edition Off konkav","LSH Tokyo 2020 Edition Off","accepted"
"ProductModelMemory_CS.csv","sunflex Holz NWL Team Hong Kong anatomisch","NWL Team Hong Kong anatomisch","NWL Team Hong Kong","accepted"
"ProductModelMemory_CS.csv","sunflex Holz NWL Team Hong Kong gerade","NWL Team Hong Kong gerade","NWL Team Hong Kong","accepted"
"ProductModelMemory_CS.csv","sunflex Holz NWL Team Hong Kong konkav","NWL Team Hong Kong konkav","NWL Team Hong Kong","manual"
"ProductModelMemory_CS.csv","sunflex Holz PYM Team Hong Kong anatomisch","PYM Team Hong Kong anatomisch","PYM Team Hong Kong","accepted"
"ProductModelMemory_CS.csv","sunflex Holz PYM Team Hong Kong gerade","PYM Team Hong Kong gerade","PYM Team Hong Kong","accepted"
"ProductModelMemory_CS.csv","sunflex Holz PYM Team Hong Kong konkav","PYM Team Hong Kong konkav","PYM Team Hong Kong","accepted"
"ProductModelMemory_CS.csv","sunflex Holz Photon gerade","Photon gerade","Photon","accepted"
"ProductModelMemory_CS.csv","sunflex Holz Photon konkav","Photon konkav","Photon","accepted"
"ProductModelMemory_CS.csv","sunflex Holz Sho All+ anatomisch","Sho All+ anatomisch","Sho All+","accepted"
"ProductModelMemory_CS.csv","sunflex Holz Sho All+ gerade","Sho All+ gerade","Sho All+","accepted"
"ProductModelMemory_CS.csv","sunflex Holz Sho All+ konkav","Sho All+ konkav","Sho All+","accepted"
"ProductModelMemory_CS.csv","sunflex Holz Sho All+ konkav small","Sho All+ konkav small","Sho All+","accepted"
"ProductModelMemory_CS.csv","sunflex Holz Sho Soft Carbon Off anatomisch","Sho Soft Carbon Off anatomisch","Sho Soft Carbon Off","manual"
"ProductModelMemory_CS.csv","sunflex Holz Sho Soft Carbon Off gerade","Sho Soft Carbon Off gerade","Sho Soft Carbon Off","manual"
"ProductModelMemory_CS.csv","sunflex Holz YKT Team Hong Kong gerade","YKT Team Hong Kong gerade","YKT Team Hong Kong","accepted"
"ProductModelMemory_CS.csv","sunflex Holz YKT Team Hong Kong konkav","YKT Team Hong Kong konkav","YKT Team Hong Kong","accepted"
"ProductModelMemory_CS.csv","sunflex Holz Zen Off 5 anatomisch","Zen Off 5 anatomisch","Zen Off 5","accepted"
"ProductModelMemory_CS.csv","sunflex Holz Zen Off 5 gerade","Zen Off 5 gerade","Zen Off 5","accepted"
"ProductModelMemory_CS.csv","sunflex Holz Zen Off 5 konkav","Zen Off 5 konkav","Zen Off 5","accepted"
"ProductModelMemory_CS.csv","sunflex Holz Zen Off 7 anatomisch","Zen Off 7 anatomisch","Zen Off 7","accepted"
"ProductModelMemory_CS.csv","sunflex Holz Zen Off 7 gerade","Zen Off 7 gerade","Zen Off 7","accepted"
"ProductModelMemory_CS.csv","sunflex Holz Zen Off 7 konkav","Zen Off 7 konkav","Zen Off 7","accepted"
"ProductModelMemory_CS.csv","sunflex Holz Zen Soft Carbon Off- anatomisch","Zen Soft Carbon Off- anatomisch","Zen Soft Carbon Off-","accepted"
"ProductModelMemory_CS.csv","sunflex Holz Zen Soft Carbon Off- gerade","Zen Soft Carbon Off- gerade","Zen Soft Carbon Off-","manual"
"ProductModelMemory_CS.csv","sunflex Holz Zen Soft Carbon Off- konkav","Zen Soft Carbon Off- konkav","Zen Soft Carbon Off-","manual"
"ProductModelMemory_CS.csv","taška Donic Rollerbag Gamble","Rollerbag Gamble","Gamble","accepted"
"ProductModelMemory_CS.csv","trenink.míčky Spinballs","trenink. Spinballs","Spinballs","manual"
"ProductModelMemory_CS.csv","vše na stolní tenis-Mini stůl MT005","Mini MT005","","kept_old"
"ProductModelMemory_CS.csv","vše na stolní tenis-Mini sůl TT0089","Mini sůl TT0089","Mini TT0089","manual"
"ProductModelMemory_CS.csv","vše na stolní tenis-Potisk míčku","Potisk míčku","Potisk míčků","accepted"
"ProductModelMemory_CS.csv","vše na stolní tenis-Potisk míčků - Grafická příprava","Potisk míčků - Grafická příprava","Grafická příprava","accepted"
"ProductModelMemory_CS.csv","vše na stolní tenis-Pronájem pálek na stolní tenis","Pronájem pálek na stolní tenis","Pálek na stolní tenis","accepted"
"ProductModelMemory_CS.csv","vše na stolní tenis-Set 4 pálek + 8 míčků","Set 4 pálek + 8 míčků","4 pálek + 8 míčků","accepted"
"ProductModelMemory_CS.csv","vše na stolní tenis-Tuning potahu","Sweedex Booster","Booster","accepted"
"ProductModelMemory_CS.csv","Čelenka ANDRO Pro","Čelenka Pro","Pro","accepted"
"ProductModelMemory_CS.csv","Čelenka TIBHAR Evolution","Čelenka Evolution","Evolution","accepted"
"ProductModelMemory_CS.csv","Čelenka VICTAS 524","Čelenka 524","524","accepted"
"ProductModelMemory_CS.csv","Čistič na poťah DHS","na","na potah","manual"
"ProductModelMemory_CS.csv","Čistič na poťahy Tibhar Combi 100 ml","Combi 100 ml","","kept_old"
"ProductModelMemory_CS.csv","Čistič na stůl ANDRO","na","na stůl","manual"
"ProductModelMemory_CS.csv","Čistič na stůl TIBHAR Professional 500 ml","Professional 500 ml","","kept_old"
"ProductModelMemory_CS.csv","Čistič stolov Tibhar Professional","stolov Professional","Professional","accepted"
"ProductModelMemory_CS.csv","Řetízek TIBHAR","Řetízek","2023","manual"
"ProductModelMemory_CS.csv","Šortky ANDRO Cuso","Šortky Cuso","Cuso","accepted"
"ProductModelMemory_CS.csv","Šortky ANDRO Mason","Šortky Mason","Mason","accepted"
"ProductModelMemory_CS.csv","Šortky ANDRO Rian","Šortky Rian","Rian","accepted"
"ProductModelMemory_CS.csv","Šortky ANDRO Tarox","Šortky Tarox","Tarox","accepted"
"ProductModelMemory_CS.csv","Šortky ANDRO Torin BLACK a NAVY","Šortky Torin a NAVY","Torin","accepted"
"ProductModelMemory_CS.csv","Šortky ANDRO Torin LIGHT BLUE","Šortky Torin LIGHT","Torin Light","accepted"
"ProductModelMemory_CS.csv","Šortky ANDRO Torin NEON GREEN","Šortky Torin NEON","Torin","accepted"
"ProductModelMemory_CS.csv","Šortky ANDRO Torin RED","Šortky Torin","Torin","accepted"
"ProductModelMemory_CS.csv","Šortky BUTTERFLY Adelaide","Šortky Adelaide","Adelaide","accepted"
"ProductModelMemory_CS.csv","Šortky BUTTERFLY Basic","Šortky Basic","Basic","accepted"
"ProductModelMemory_CS.csv","Šortky BUTTERFLY Basic Lady","Šortky Basic Lady","Basic Lady","accepted"
"ProductModelMemory_CS.csv","Šortky BUTTERFLY Comfort","Šortky Comfort","Comfort","accepted"
"ProductModelMemory_CS.csv","Šortky BUTTERFLY Elite","Šortky Elite","Elite","accepted"
"ProductModelMemory_CS.csv","Šortky BUTTERFLY NEW Basic","Šortky NEW Basic","Basic","accepted"
"ProductModelMemory_CS.csv","Šortky BUTTERFLY NEW Basic Lady","Šortky NEW Basic Lady","Basic Lady","manual"
"ProductModelMemory_CS.csv","Šortky DONIC Nardo","Šortky Nardo","Nardo","accepted"
"ProductModelMemory_CS.csv","Šortky TIBHAR Basic","Šortky Basic","Basic","accepted"
"ProductModelMemory_CS.csv","Šortky TIBHAR Calypso","Šortky Calypso","Calypso","accepted"
"ProductModelMemory_CS.csv","Šortky TIBHAR France Lady","Šortky France Lady","France Lady","accepted"
"ProductModelMemory_CS.csv","Šortky TIBHAR HiTech","Šortky HiTech","HiTech","accepted"
"ProductModelMemory_CS.csv","Šortky TIBHAR Hyper","Šortky Hyper","Hyper","accepted"
"ProductModelMemory_CS.csv","Šortky TIBHAR Jura","Šortky Jura","Jura","accepted"
"ProductModelMemory_CS.csv","Šortky TIBHAR MC","Šortky MC","MC","accepted"
"ProductModelMemory_CS.csv","Šortky TIBHAR Mundo/World","Šortky Mundo/World","Mundo/World","accepted"
"ProductModelMemory_CS.csv","Šortky TIBHAR Osmium","Šortky Osmium","Osmium","accepted"
"ProductModelMemory_CS.csv","Šortky TIBHAR Prestige","Šortky Prestige","Prestige","accepted"
"ProductModelMemory_CS.csv","Šortky TIBHAR Shark","Šortky Shark","Shark","accepted"
"ProductModelMemory_CS.csv","Šortky TIBHAR TT-Flex","Šortky TT-Flex","TT-Flex","accepted"
"ProductModelMemory_CS.csv","Šortky TIBHAR Tour","Šortky Tour","Tour","accepted"
"ProductModelMemory_CS.csv","Šortky TIBHAR Trend","Šortky Trend","Trend","accepted"
"ProductModelMemory_CS.csv","Šortky TIBHAR Trend 2023","Šortky Trend 2023","Trend 2023","accepted"
"ProductModelMemory_CS.csv","Šortky VICTAS 312","Šortky 312","312","accepted"
"ProductModelMemory_CS.csv","Šortky VICTAS 317","Šortky 317","317","accepted"
"ProductModelMemory_CS.csv","Šortky VICTAS 318","Šortky 318","318","accepted"
"ProductModelMemory_CS.csv","Šortky VICTAS 319","Šortky 319","319","accepted"
"ProductModelMemory_CS.csv","Šortky XIOM Antony 3","Šortky Antony 3","Antony 3","accepted"
"ProductModelMemory_CS.csv","Špongia Tibhar Combi","Špongia Combi","Combi","accepted"
"ProductModelMemory_CS.csv","Špongia Tibhar Evolution","Špongia Evolution","Evolution","accepted"
"ProductModelMemory_CS.csv","Špongia Tibhar T","Špongia T","T","accepted"
