"memory_file","key","old_value","new_value","action"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Kamikaze schwarz 1,0 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Killing Defender Soft rot 1,0 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Killing Defender Soft rot 1,3 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Killing Defender Soft rot 1,6 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Killing Defender Soft schwarz 1,0 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Killing Defender Soft schwarz 1,3 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Killing Defender Soft schwarz 1,6 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Killing Defender schwarz 1,6 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag L.S.D. Extra Long rot 0,5 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag L.S.D. Extra Long schwarz 1,0 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Mega Block rot 1,5 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Outkill rot 1,5 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Outkill rot 2,0 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Outkill schwarz 1,5 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Power-Pipes rot 1,5 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Power-Pipes rot 2,1 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Power-Pipes schwarz 1,5 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Power-Pipes schwarz 2,1 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Rebellion rot 0,5 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Rebellion rot 1,0 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Rebellion schwarz 0,5 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Rebellion schwarz 1,0 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Reflection rot 1,2 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Reflection rot 1,5 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Reflection schwarz 1,2 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Reflection schwarz 1,5 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Sabotage DEF incl. DK4 Folie schwarz 0,5 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Sabotage DEF incl. DK4 Folie schwarz 1,0 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Sabotage OFF schwarz 1,0 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Sabotage OFF schwarz 2,0 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Scandal rot 1,2 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Scandal rot 1,5 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Scandal schwarz 1,2 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Shockwave rot 1,8 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Shockwave schwarz 1,8 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Shockwave schwarz 2,0 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Spectre blau 0,5 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Spectre blau 1,0 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Spectre rot 0,5 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Spectre rot 1,0 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Spectre schwarz 0,5 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Spectre schwarz 1,0 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Spinfire Soft blau 1,8 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Spinfire blau 1,5 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Spinfire blau 1,8 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Spinfire rot 1,8 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Störkraft rot 1,2 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Störkraft rot 1,6 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Störkraft schwarz 1,2 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Störkraft schwarz 1,6 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Superwall schwarz 1,0 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag TTR-Killer Soft rot 1,0 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag TTR-Killer Soft rot 1,5 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag TTR-Killer Soft rot 2,0 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag TTR-Killer Soft schwarz 1,0 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag TTR-Killer Soft schwarz 1,5 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag TTR-Killer Soft schwarz 2,0 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag TTR-Killer rot 1,7 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag TTR-Killer schwarz 2,0 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Tenacious Violence rot 1,5 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Tenacious Violence rot 1,8 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Tenacious Violence rot 2,1 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Tenacious Violence schwarz 1,5 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Tenacious Violence schwarz 1,8 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Tenacious Violence schwarz 2,1 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Transformer Anti rot 0,6 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Transformer Anti rot 1,0 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Transformer Anti rot 1,5 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Transformer Anti schwarz 0,6 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Transformer Anti schwarz 1,0 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Transformer Anti schwarz 1,5 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Transformer Extra Slow rot 1,2 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Transformer Extra Slow schwarz 1,2 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Turtle Twister Soft rot 1,9 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Turtle Twister rot 1,6 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Turtle Twister rot 1,9 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Turtle Twister schwarz 1,6 mm","Gewo","Der materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Wildfire rot 1,3 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Wildfire rot 1,7 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Wildfire rot 2,1 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Wildfire schwarz 1,3 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Wildfire schwarz 1,7 mm","Gewo","Der Materialspezialist","accepted"
"ProductBrandMemory_CS.csv","der materialspezialist Belag Wildfire schwarz 2,1 mm","Gewo","Der Materialspezialist","accepted"
