Name,Short Description,Description,Main Photo Filepath,Gallery Filepaths,Variants,URL
Tibhar - TOLEDO TURBO,"<span style=""font-size: 10pt;"">Boty nové generace s dvěma inovativními technologiemi:</span>","<p><span style=""font-size: 10pt;"">Boty nové generace s dvěma inovativními technologiemi:</span></p> <ul> <li><span style=""font-size: 10pt;"">DIAMOND MOVE PRO v chodidle podporuje nahodilé zrychlení pohybu do stran a chrání klouby před nárazem</span></li> <li><span style=""font-size: 10pt;"">materiál EVA v patní části zvyšuje pohodlí při nošení</span></li> </ul> <p> </p> <p><span style=""font-size: 10pt;"">Vyberte si profesionální obuv na stolní tenis.</span></p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\Tibhar - TOLEDO TURBO\MainImage\7025_shoe-toledo-turbo.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\Tibhar - TOLEDO TURBO\GalleryImages\7025_shoe-toledo-turbo.jpg%3F62cac103,"{""key_value_pairs"": {""Barva"": ""černo-oranžová"", ""Velikost"": ""40""}, ""current_price"": 1700.0, ""basic_price"": 1700.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""černo-oranžová"", ""Velikost"": ""41""}, ""current_price"": 1700.0, ""basic_price"": 1700.0, ""stock_status"": """"}",https://www.stoten.cz/obuv/tibhar-toledo-turbo/
Joola - BUDDY SET,"<strong>Tento set zahrnuje: Robota TT Buddy V300, záchytnou síť Buddy a tréninkové míčky Magic ABS 40+</strong>","<p><strong>Tento set zahrnuje: Robota TT Buddy V300, záchytnou síť Buddy a tréninkové míčky Magic ABS 40+</strong></p> <p> </p> <p id=""tt""><strong>Joola - robot TT BUDDY -</strong>TT BUDDY s integrovaným oscilátorem a dálkové ovládání je inovovaný  TT Buddy. Jako vhodný doplněk je možné zakoupit záchytnou síť.</p> <p>Inovovaný robot Buddy Pro v moderním designu. Dokáže hrát míčky se spodní rotací (čopy), mírně vrchní (drajvy) a extrémně vrchní rotací (topspiny). Výhodou je vystřelování míčků po celé šíři stolu. Zásobník je na 100 míčků. Vzhledem ke své velikosti a schopnostem je perfektní pro kluby.</p> <p><br/> Technické parametry:<br/>- možnost oscilace - vystřelování míčků do různých stran stolu<br/>- rychlé nastavení bez nářadí<br/>- variabilní frekvence 12 - 70 míčků za minutu<br/>- 3 druhy rotací<br/>- nízká hmotnost 1,1 kg<br/>- rozměr: 47 x 28 x 28 cm       </p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\Joola - BUDDY SET\MainImage\4779-3_akce-buddy-v300.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\Joola - BUDDY SET\GalleryImages\4779-3_akce-buddy-v300.jpg%3F62cac103|H:\Desaka\Stoten\Full_10.01.2025\Photos\Joola - BUDDY SET\GalleryImages\4779-4_4818-2-44216-magic-abs-72.jpg%3F6361191e|H:\Desaka\Stoten\Full_10.01.2025\Photos\Joola - BUDDY SET\GalleryImages\4779_buddyprov300.jpg%3F62cac103|H:\Desaka\Stoten\Full_10.01.2025\Photos\Joola - BUDDY SET\GalleryImages\4779-1_netz-tt-buddy.jpg%3F62cac103,"{""key_value_pairs"": {}, ""current_price"": 7500.0, ""basic_price"": 8700.0, ""stock_status"": """"}",https://www.stoten.cz/oddilove-vybaveni/joola-buddy-set/
Gewo - Balsa Carbon 775,,"Novinka 2016!    GEWO Balsa Carbon 775 je moderní útočné dřevo vyrobené z nejnovějších vysoko kvalitních materiálů. Patří mezi nejrychlejší dřeva z dílny Gewo. Až 7,75mm tlustá vrstva balzy v jeho středu spolu s dvěma vrstvami 1K-Karbonu garantují obrovské tempo při útočných úderech! Přitom vůbec není zanedbaný faktor kontroly a citu při pasivní hře. Dřevo je určené pro všechny nekompromisní útočníky.    •Kategorie: OFF+  •Rychlost: 99  •Kontrola:84  •Váha: 80 g  •Vrstvy: 3+2",H:\Desaka\Stoten\Full_10.01.2025\Photos\Gewo - Balsa Carbon 775\MainImage\4293_gewo-balsa-carbon-775.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\Gewo - Balsa Carbon 775\GalleryImages\4293_gewo-balsa-carbon-775.jpg%3F62cac103,"{""key_value_pairs"": {""Rozměr dřeva (š x v) mm"": ""151x155"", ""Tvar držátka"": ""FL - konkávní"", ""Váha (gr)"": ""80""}, ""current_price"": 1450.0, ""basic_price"": 1450.0, ""stock_status"": ""Dodání do 6 až 10 pracovních dní""}",https://www.stoten.cz/off-2/balsa-carbon-775/
BUTTERFLY - Innerforce Layer ALC.S,"Nová dimenze Innerforce Layer<br/><br/>Prkno Innerforce Layer ALC.S z novinek BUTTERFLY 2017 navazuje na úspěch prken Innerforce Layer. Vychází z Layeru ALC a používá stejný druh Arylate karbonu. Užší střední dýha snižuje vibrace a zvyšuje kontrolu a pocit míčku na pálce. Karbonové vrstvy Arylatu umístěné přímo na střední dýze zajistí perfektní stabilitu a přesnost.<br/><br/>Prkno je určené pro útočně laděné hráče s převahou topspinových úderů, kteří hledají dynamiku a zároveň kontrolu.","<p>Nová dimenze Innerforce Layer<br/><br/>Prkno Innerforce Layer ALC.S z novinek BUTTERFLY 2017 navazuje na úspěch prken Innerforce Layer. Vychází z Layeru ALC a používá stejný druh Arylate karbonu. Užší střední dýha snižuje vibrace a zvyšuje kontrolu a pocit míčku na pálce. Karbonové vrstvy Arylatu umístěné přímo na střední dýze zajistí perfektní stabilitu a přesnost.<br/><br/>Prkno je určené pro útočně laděné hráče s převahou topspinových úderů, kteří hledají dynamiku a zároveň kontrolu. </p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\BUTTERFLY - Innerforce Layer ALC.S\MainImage\5780_butterfly-holz-innerforce-layer-alcs-fl.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\BUTTERFLY - Innerforce Layer ALC.S\GalleryImages\5780_butterfly-holz-innerforce-layer-alcs-fl.jpg%3F62cac103,"{""key_value_pairs"": {""Tvar držátka"": ""FL - konkávní"", ""Váha (gr)"": ""91""}, ""current_price"": 3990.0, ""basic_price"": 3990.0, ""stock_status"": """"}",https://www.stoten.cz/off-2/butterfly-innerforce-layer-alc-s/
Dingo Swiss - Carbon DLC OFF+,"<span id=""result_box"" lang=""cs"" xml:lang=""cs"">Nové a vysoce kvalitní dřevo, dýhované z velmi suchého dřeva ze švýcarských Alp. Je ideální pro rychlou hru, drive a topspiny, s maximálním citem a s minimálním úsilím.</span>","<p><span id=""result_box"" lang=""cs"" xml:lang=""cs"">Nové a vysoce kvalitní dřevo, dýhované z velmi suchého dřeva ze švýcarských Alp. Je ideální pro rychlou hru, drive a topspiny, s maximálním citem a s minimálním úsilím.</span></p> <p><span lang=""cs"" xml:lang=""cs"">rychlost 100  /  kontrola 85  /  počet vrstev 5+2</span></p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\Dingo Swiss - Carbon DLC OFF+\MainImage\637_dingo-swiss-carbon-dlc-off-.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\Dingo Swiss - Carbon DLC OFF+\GalleryImages\637_dingo-swiss-carbon-dlc-off-.jpg%3F62cac103,"{""key_value_pairs"": {""Rozměr dřeva (š x v) mm"": ""152x158"", ""Tvar držátka"": ""FL - konkávní"", ""Váha (gr)"": ""90""}, ""current_price"": 2000.0, ""basic_price"": 2000.0, ""stock_status"": """"}",https://www.stoten.cz/off-2/carbon-dlc-off/
Stiga - Crystal Carbo 5,"<strong>Novinka, hi-tec dřeva Crystal Carbo z dílny fy STIGA,  byla vyvinuta v úzké spolupráci s legendou stol.tenisu - Liu Guoliangem. Číňané staví na první místo letovou křivku míčku. Čím je delší, tím snáze lze soupeře zatlačit do defenzívy a mít kontrolu nad hrou. Unikátní dřeva CC Series splňují dokonale tento pžadavek na vyspělé, moderní dřevo. Kombinaci dynamiky dřeva s dlouhou dráhou letu zajišťují dvě vložky z karbonových vláken, technologie NCT (nanotechnologie) a povrchová úprava Crystal (speciální lakování).</strong>","<p><strong>Novinka, hi-tec dřeva Crystal Carbo z dílny fy STIGA,  byla vyvinuta v úzké spolupráci s legendou stol.tenisu - Liu Guoliangem. Číňané staví na první místo letovou křivku míčku. Čím je delší, tím snáze lze soupeře zatlačit do defenzívy a mít kontrolu nad hrou. Unikátní dřeva CC Series splňují dokonale tento pžadavek na vyspělé, moderní dřevo. Kombinaci dynamiky dřeva s dlouhou dráhou letu zajišťují dvě vložky z karbonových vláken, technologie NCT (nanotechnologie) a povrchová úprava Crystal (speciální lakování).</strong></p> <p><strong>Crystal Carbo 5 v sobě perfektně vyvažuje dynamiku i dlouhou letovou křivku míčku a zároveň nadstandartní kontrolu. Dřevo je určeno ofenzivním hráčům, pro které je důležitý pocit míčku na pálce, ale zároveň chtějí tvrdě útočit. <br/></strong></p> <p><strong>rychlost 100 / kontrola 87 / tuhost 97 / počet vrstev 5 </strong></p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\Stiga - Crystal Carbo 5\MainImage\886_stiga-crystal-carbo-5.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\Stiga - Crystal Carbo 5\GalleryImages\886_stiga-crystal-carbo-5.jpg%3F62cac103,"{""key_value_pairs"": {""Rozměr dřeva (š x v) mm"": ""151x156"", ""Tvar držátka"": ""Konkávní (Legend - široké)"", ""Váha (gr)"": ""96""}, ""current_price"": 2590.0, ""basic_price"": 2590.0, ""stock_status"": """"}",https://www.stoten.cz/off-2/crystal-carbo-5/
DHS - Fang Bo All-Wood,"Dřevo KOTO je použito jako povrchový materiál, přináší vysokou pružnost a vynikající útočnou sílu, vhodné pro hráče upřednostňující agresivní útok.","<p>Dřevo KOTO je použito jako povrchový materiál, přináší vysokou pružnost a vynikající útočnou sílu, vhodné pro hráče upřednostňující agresivní útok.</p> <p>Počet vrstev: 7</p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\DHS - Fang Bo All-Wood\MainImage\4395_dhs-fang-bo-all-wood.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\DHS - Fang Bo All-Wood\GalleryImages\4395_dhs-fang-bo-all-wood.jpg%3F62cac103,"{""key_value_pairs"": {""Rozměr dřeva (š x v) mm"": ""151x158"", ""Tvar držátka"": ""FL - konkávní"", ""Váha (gr)"": ""90""}, ""current_price"": 1300.0, ""basic_price"": 1300.0, ""stock_status"": """"}",https://www.stoten.cz/off-2/dhs-fang-bo-all-wood/
DHS - Wang Liqin Carbon,Vysoce kvalitní carbon se speciálně vybraným dřevem umožňuje vysoký výkon a vynikající kontrolu.,<p>Vysoce kvalitní carbon se speciálně vybraným dřevem umožňuje vysoký výkon a vynikající kontrolu.</p> <p>Počet vrstev:3+2</p>,H:\Desaka\Stoten\Full_10.01.2025\Photos\DHS - Wang Liqin Carbon\MainImage\4389_wangliqincarbon.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\DHS - Wang Liqin Carbon\GalleryImages\4389_wangliqincarbon.jpg%3F62cac103,"{""key_value_pairs"": {""Rozměr dřeva (š x v) mm"": ""151x159"", ""Tvar držátka"": ""FL - konkávní"", ""Váha (gr)"": ""72""}, ""current_price"": 1400.0, ""basic_price"": 1400.0, ""stock_status"": """"}|{""key_value_pairs"": {""Rozměr dřeva (š x v) mm"": ""151x159"", ""Tvar držátka"": ""ST - rovné"", ""Váha (gr)"": ""72""}, ""current_price"": 1400.0, ""basic_price"": 1400.0, ""stock_status"": """"}",https://www.stoten.cz/off-2/dhs-wang-liqin-carbon/
Tibhar - Drinkhall Power Spin Carbon,"Nejprogresivnější dřevo ze serie „Drinkhall“, dřev vyrobených ve spolupráci s anglickým hráčem Paulem Drinkhallem, bronzovým medailistou z MS v Kuala Lumpur. Toto offenzivní dřevo je stabilní, rychlé a velmi dobrým citem, tedy vhodné pro krátké, dynamické výměny. Mnoho z vás určitě přesvědčí zvětšenou plochou optimálního odrazu míčku, tzv. sweetspotem, podpořenou vybranými dýhami a jejich vhodným poskládáním v kombinaci s vysoce kvalitním arylate-carbonem.","<p>Nejprogresivnější dřevo ze serie „Drinkhall“, dřev vyrobených ve spolupráci s anglickým hráčem Paulem Drinkhallem, bronzovým medailistou z MS v Kuala Lumpur. Toto offenzivní dřevo je stabilní, rychlé a velmi dobrým citem, tedy vhodné pro krátké, dynamické výměny. Mnoho z vás určitě přesvědčí zvětšenou plochou optimálního odrazu míčku, tzv. sweetspotem, podpořenou vybranými dýhami a jejich vhodným poskládáním v kombinaci s vysoce kvalitním arylate-carbonem.</p> <p>počet vrstev 7</p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\Tibhar - Drinkhall Power Spin Carbon\MainImage\964_drinkhall-powerspin-carbon.png%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\Tibhar - Drinkhall Power Spin Carbon\GalleryImages\964_tibhar-drinkhall-power-spin-carbon.jpg%3F62cac103|H:\Desaka\Stoten\Full_10.01.2025\Photos\Tibhar - Drinkhall Power Spin Carbon\GalleryImages\964_drinkhall-powerspin-carbon.png%3F62cac103,"{""key_value_pairs"": {""Tvar držátka"": ""FL - konkávní"", ""Váha (gr)"": ""85""}, ""current_price"": 3050.0, ""basic_price"": 3050.0, ""stock_status"": ""Dodání do 5 pracovních dní""}",https://www.stoten.cz/off-2/drinkhall-power-spin-carbon/
Xiom - Extreme S,"Novinka 2012/13. Složení ze 7.vrstev dýh dělá z této nádherné novinky ze serie Novus Classic vynikající OFF+ dřevo, které lze použít jak při hře blízko stolu (výrazná kontrola) tak hluboko za stolem (dostatečná rychlost).","<p>Novinka 2012/13. Složení ze 7.vrstev dýh dělá z této nádherné novinky ze serie Novus Classic vynikající OFF+ dřevo, které lze použít jak při hře blízko stolu (výrazná kontrola) tak hluboko za stolem (dostatečná rychlost).</p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\Xiom - Extreme S\MainImage\1111_extreme-s.png%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\Xiom - Extreme S\GalleryImages\1111_extreme-s.png%3F62cac103,"{""key_value_pairs"": {""Tvar držátka"": ""FL - konkávní"", ""Váha (gr)"": ""90""}, ""current_price"": 1080.0, ""basic_price"": 1080.0, ""stock_status"": """"}",https://www.stoten.cz/off-2/extreme-s/
JOOLA - VYZARYZ FREEZE,"<span style=""font-size: 12pt;"">Kvalita a inovace inovace to je nové dřevo JOOLA Vyzaryz Freeze! Nejvyšší stupeň AL-C dává špičkový silný pocit, zatímco naše inovativní technika nízkoteplotního vytvrzování přináší do dřeva zvláštní pocit a kontrolu. Dalším bonusem je uspokojivý zvuk, který vytváří. S vnější vrstvou Limba se mohou hráči spolehnout na JOOLA Vyzaryz Freeze, aby zajistili dokonalý dotek pro jejich potřeby při dokonalém spinu. Kombinace vysoce kvalitních technik AL-C a špičkové adheze spojuje jedinečné dřevo, která ještě nikdy nebyla vidět!</span>","<p style=""text-align: justify;""><span style=""font-size: 12pt;"">Kvalita a inovace inovace to je nové dřevo JOOLA Vyzaryz Freeze! Nejvyšší stupeň AL-C dává špičkový silný pocit, zatímco naše inovativní technika nízkoteplotního vytvrzování přináší do dřeva zvláštní pocit a kontrolu. Dalším bonusem je uspokojivý zvuk, který vytváří. S vnější vrstvou Limba se mohou hráči spolehnout na JOOLA Vyzaryz Freeze, aby zajistili dokonalý dotek pro jejich potřeby při dokonalém spinu. Kombinace vysoce kvalitních technik AL-C a špičkové adheze spojuje jedinečné dřevo, která ještě nikdy nebyla vidět!</span></p> <p style=""text-align: justify;""><span style=""font-size: 12pt;""><strong>AL-C - vytvrzeno za studena (studená vlna)</strong></span></p> <p style=""text-align: justify;""><span style=""font-size: 12pt;"">AL-C je vícerozměrná vazba z tuhých a elastických kompozitních materiálů. Výsledné vlákno vytváří velký sweet spot, které umožňuje hráči provádět mimořádně rychlé údery s velkou přesností. Po absolvování inovativního procesu vytvrzování za studena, ve kterém je dřevo lisováno po dlouhou dobu při nízkých teplotách těsně po lepení, AL-C poskytuje vyšší trajektorii a jemnější dotek.</span></p> <p style=""text-align: justify;""><span style=""font-size: 12pt;"">Složení dřeva: <span>5+2 (Limba – ALC – Limba – Kiri – Limba – ALC – Limba)</span></span></p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\JOOLA - VYZARYZ FREEZE\MainImage\6614_65000-vyzaryz-freeze.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\JOOLA - VYZARYZ FREEZE\GalleryImages\6614_65000-vyzaryz-freeze.jpg%3F62cac103,"{""key_value_pairs"": {""Tvar držátka"": ""FL - konkávní"", ""Váha (gr)"": ""85""}, ""current_price"": 4050.0, ""basic_price"": 4050.0, ""stock_status"": """"}",https://www.stoten.cz/off-2/joola-vyzaryz-freeze/
JOOLA - VYZARYZ HYBRID,"<span style=""font-size: 12pt;"">JOOLA Vyzaryz Hybrid je dřevo s dvojitou hrozbou, kterou jste hledali! Je přizpůsobeno tak, aby zohledňovalo rozdíly ve výkyvech forhendu a backhandu. PBO-C se používá na jedné straně a Super PBO-C na druhé straně. Jedním dosáhnete vyššího oblouku, který je ideální pro intenzivní rotaci. S druhým budete mít menší úhel náklonu, ideální pro dynamické údery. Pokud použijete Koto jako vnější dýhu, získáte dynamičtější údery a přímý dotek. S tímto 5 + 2 vrstvým dřevem si budete moci vybrat, co je pro váš forhend nebo backhand správné. Dominujte ve hře s JOOLA Vyzaryz Hybrid!</span>","<p style=""text-align: justify;""><span style=""font-size: 12pt;"">JOOLA Vyzaryz Hybrid je dřevo s dvojitou hrozbou, kterou jste hledali! Je přizpůsobeno tak, aby zohledňovalo rozdíly ve výkyvech forhendu a backhandu. PBO-C se používá na jedné straně a Super PBO-C na druhé straně. Jedním dosáhnete vyššího oblouku, který je ideální pro intenzivní rotaci. S druhým budete mít menší úhel náklonu, ideální pro dynamické údery. Pokud použijete Koto jako vnější dýhu, získáte dynamičtější údery a přímý dotek. S tímto 5 + 2 vrstvým dřevem si budete moci vybrat, co je pro váš forhend nebo backhand správné. Dominujte ve hře s JOOLA Vyzaryz Hybrid!</span></p> <p style=""text-align: justify;""><span style=""font-size: 12pt;""><strong>PBO-C</strong><br/>PBO je syntetický polymer používaný v závodních autech a letectví pro svou odolnost a vysokou elasticitu. Používá se v PBO-C k doplnění tvrdého CARBONU, čímž vytváří větší sweet spot a citlivost při úderech.</span></p> <p style=""text-align: justify;""><span style=""font-size: 12pt;""><strong>SUPER PBO-C</strong><br/>Stejné kompozitní materiály používané v PBO-C, ale tkané v mnohem vyšší hustotě. SUPER PBO-C výrazně rozšiřuje sweet spot místo pro rovnoměrnou a výbušnou reakci míčku.</span></p> <p style=""text-align: justify;""><span style=""font-size: 12pt;"">Složení dřeva: <span>5+2 (Koto – PBO-C – Limba – Kiri – Limba – Super PBO-C – Koto)</span></span></p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\JOOLA - VYZARYZ HYBRID\MainImage\6617_65020-vyzaryzhybrid.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\JOOLA - VYZARYZ HYBRID\GalleryImages\6617_65020-vyzaryzhybrid.jpg%3F62cac103,"{""key_value_pairs"": {""Tvar držátka"": ""FL - konkávní"", ""Váha (gr)"": ""85""}, ""current_price"": 4900.0, ""basic_price"": 4900.0, ""stock_status"": """"}|{""key_value_pairs"": {""Tvar držátka"": ""ST - rovné"", ""Váha (gr)"": ""85""}, ""current_price"": 4900.0, ""basic_price"": 4900.0, ""stock_status"": """"}",https://www.stoten.cz/off-2/joola-vyzaryz-hybrid/
JOOLA - VYZARYZ TRINITY,"<span style=""font-size: 12pt;"">JOOLA Vyzaryz Trinity je okamžitou volbou dřeva Daniela Habesohna, kompletní měnič hry! V první řadě toto dřevo využívá průlomovou X3, nejmodernější superkompozitní vazbu. Pro vytvoření X3 byly použity vodorovné vrstvy PBO-C tkané svislými vrstvami AL-C, které sahají až do rukojeti. Tento vzorec pro úspěch vytváří nebývalou stabilitu pro kompozitní dřevo. Představte si schopnost kombinovat sílu, pocit a přesnost, vše v jednom dřevu! Vnější vrstva Limba přidává ke každému úderu ještě větší nádech. Dřevo JOOLA Vyzaryz Trinity s 5 + 2 vrstvami vám poskytne skvělou podporu X3, když ji potřebujete!</span>","<p style=""text-align: justify;""><span style=""font-size: 12pt;"">JOOLA Vyzaryz Trinity je okamžitou volbou dřeva Daniela Habesohna, kompletní měnič hry! V první řadě toto dřevo využívá průlomovou X3, nejmodernější superkompozitní vazbu. Pro vytvoření X3 byly použity vodorovné vrstvy PBO-C tkané svislými vrstvami AL-C, které sahají až do rukojeti. Tento vzorec pro úspěch vytváří nebývalou stabilitu pro kompozitní dřevo. Představte si schopnost kombinovat sílu, pocit a přesnost, vše v jednom dřevu! Vnější vrstva Limba přidává ke každému úderu ještě větší nádech. Dřevo JOOLA Vyzaryz Trinity s 5 + 2 vrstvami vám poskytne skvělou podporu X3, když ji potřebujete!</span></p> <p style=""text-align: justify;""><span style=""font-size: 12pt;""><strong>X3 - super kompozitní vlna</strong></span></p> <p style=""text-align: justify;""><span style=""font-size: 12pt;"">PBO-C vytváří větší sweet spot a jemnější pocit. AL-C dodává pružnost a sílu. Průlomová JOOLA X3 spojuje 2 do nové superkompozitní vazby. Vodorovné nitě PBO-C vytvářejí jedinečně konzistentní herní pocit a dotek, zatímco vertikální nitě AL-C procházejí držadlem a zajišťují stabilitu v celém rozsahu.</span></p> <p style=""text-align: justify;""><span style=""font-size: 12pt;"">Složení dřeva: <span>5+2 (Limba – X3 – Limba – Ayous – Limba – X3 – Limba)</span></span></p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\JOOLA - VYZARYZ TRINITY\MainImage\6611_65010-vyzaryz-trinity.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\JOOLA - VYZARYZ TRINITY\GalleryImages\6611_65010-vyzaryz-trinity.jpg%3F62cac103,"{""key_value_pairs"": {""Tvar držátka"": ""FL - konkávní"", ""Váha (gr)"": ""90""}, ""current_price"": 5500.0, ""basic_price"": 5500.0, ""stock_status"": """"}|{""key_value_pairs"": {""Tvar držátka"": ""ST - rovné"", ""Váha (gr)"": ""90""}, ""current_price"": 5500.0, ""basic_price"": 5500.0, ""stock_status"": ""Dodání do 5 pracovních dní""}",https://www.stoten.cz/off-2/joola-vyzaryz-trinity/
Japsko - OFF+,"Výborné devítivrstvé prkno, vytvořené pro velmi agresivní útočnou topspinovou hru.","<p>Výborné devítivrstvé prkno, vytvořené pro velmi agresivní útočnou topspinovou hru.</p> <p><strong>Rychlost 100 / Kontrola 75 / Počet vrstev 9</strong></p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\Japsko - OFF+\MainImage\682-1_japsko-offense.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\Japsko - OFF+\GalleryImages\682-1_japsko-offense.jpg%3F62cac103,"{""key_value_pairs"": {""Tvar držátka"": ""ST - rovné""}, ""current_price"": 750.0, ""basic_price"": 750.0, ""stock_status"": """"}",https://www.stoten.cz/off-2/off/
Palio - Soft Carbon,"<span style=""font-size: 12pt;"">Palio C-86 je vysoce kvalitní útočné dřevo s vynikajícím poměrem hodnoty a ceny. C-86 Soft Carbon je o něco rychlejší než známý a oblíbený C85 Soft Carbon. Vývojářům se podařilo udržet měkký dotek a nízkou hmotnost a herní zážitek je ve srovnání s C85 o něco přímější. Palio C86 doporučujeme hráčům topspinu, kteří hledají vyváženou, rychlou karbonové dřevo s relativně měkkým přímým pocitem.</span>","<p style=""text-align: justify;""><span style=""font-size: 12pt;"">Palio C-86 je vysoce kvalitní útočné dřevo s vynikajícím poměrem hodnoty a ceny. C-86 Soft Carbon je o něco rychlejší než známý a oblíbený C85 Soft Carbon. Vývojářům se podařilo udržet měkký dotek a nízkou hmotnost a herní zážitek je ve srovnání s C85 o něco přímější. Palio C86 doporučujeme hráčům topspinu, kteří hledají vyváženou, rychlou karbonové dřevo s relativně měkkým přímým pocitem.</span></p> <p style=""text-align: justify;""><span style=""font-size: 12pt;"">Váha 80 gramů.</span></p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\Palio - Soft Carbon\MainImage\9430_palio-c86-4.png%3F66cc680d,H:\Desaka\Stoten\Full_10.01.2025\Photos\Palio - Soft Carbon\GalleryImages\9430_palio-c86-4.png%3F66cc680d,"{""key_value_pairs"": {""Tvar držátka"": ""FL - konkávní"", ""Váha (gr)"": ""80""}, ""current_price"": 990.0, ""basic_price"": 990.0, ""stock_status"": """"}",https://www.stoten.cz/off-2/palio-soft-carbon/
Tibhar - Samsonov Carbon,Nejrychlejší carbon z dílny Tibharu. Pro nesmlouvavé útočníky bez kompromisu. Doporučujeme pro vyspělé hráče s odpovídajícím tréninkovým zatížením.,<p>Nejrychlejší carbon z dílny Tibharu. Pro nesmlouvavé útočníky bez kompromisu. Doporučujeme pro vyspělé hráče s odpovídajícím tréninkovým zatížením.</p> <p><strong>Rychlost 94 / Kontrola 86 / Počet vrstev 5+2</strong></p>,H:\Desaka\Stoten\Full_10.01.2025\Photos\Tibhar - Samsonov Carbon\MainImage\952_samsonov-carbon1.png%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\Tibhar - Samsonov Carbon\GalleryImages\952_samsonov-carbon1.png%3F62cac103,"{""key_value_pairs"": {""Tvar držátka"": ""FL - konkávní"", ""Váha (gr)"": ""92""}, ""current_price"": 1350.0, ""basic_price"": 1350.0, ""stock_status"": """"}|{""key_value_pairs"": {""Tvar držátka"": ""ST - rovné"", ""Váha (gr)"": ""92""}, ""current_price"": 1350.0, ""basic_price"": 1350.0, ""stock_status"": """"}",https://www.stoten.cz/off-2/samsonov-carbon/
