"KEY","VALUE"
"Andro - Plaxon 525","Maximálně ofenzivní potah s tvrdou rychlou houbou a zvětšeným sweet spotem pro hráče preferující útočnou hru blízko nebo středně daleko od stolu."
"ANDRO - Power 3","Velmi oblíbený potah pro začátečníky a středně pokročilé hráče stolního tenisu."
"Andro - Rasant Chaos","Potah spojuje znaky Rasant a Chaos, ideální pro moderní obranáře, s citem pro úder a schopností efektivního backspinu."
"andro - Rasanter C45","Potah andro Rasanter C s houbou 45° a vroubky C poskytuje dynamické kontraspiny a topspiny s kontrolovanou rotací."
"ANDRO - Rasanter C48","Potah pro přesné kontraspiny s novým topsheetem a houbičkou Energy Cell 48°, ideální pro kontrolovanou a dynamickou hru."
"ANDRO - Rasanter C53","Potah zajišťující přesný kontraspin díky nové topsheet geometrii a houby Energy Cell, ideální pro odvrácení spinového útoku soupeře."
"Andro - Rasanter R37","Rasanter je inovativní potah s pokročilou strukturou pro lepší katapult efekt a kontrolu, dostupný v různých tvrdostech pro různé styly hry."
"Andro - Rasanter R42","Generace potahů Rasanter představuje inovativní povrch s novou houbičkou a skvělým katapult efektem pro rychlost a rotaci míče."
"Andro - Rasanter R45","Velmi rychlý potah s technologií Energy Cell pro útočníky, poskytuje více spinu a rychlosti díky optimalizovanému přenosu energie."
"Andro - Rasanter R47","Rasanter potahy nabízejí inovativní generaci s možností výběru mezi rychlostí a rotací, optimalizujícím odskok a kontrolu míče."
"ANDRO - Rasanter R48","Útočný potah Rasanter s 48° houbou Energy Cell pro lepší energii a zpětnou vazbu, ideální pro zkušené topspinové hráče."
"Andro - Rasanter R50","Rasanter potah s unikátní strukturou a ultramax houbičkou pro vynikající spin a rychlost, ideální pro všechny herní profily."
"ANDRO - RASANTER R53","Nový Rasanter R53 kombinuje spinový topsheet a citlivou houbu s technologií Energy Cell pro maximální přenos energie a vylepšený topspin."
"Andro - Rasanter V42","Rasanter R42 je středně tvrdý potah nabízející vynikající rychlost a energii s optimalizovaným katapult efektem pro rychlou hru."
"Andro - Rasanter V47","Generace potahů Rasanter nabízí nejmodernější technologie pro zvýšení rychlosti a rotace s nižší spotřebou lepidla pro lepší kontrolu."
"Andro - Shifter","Andro - Shifter je potah s výjimečným spinem, kontrolou a rychlostí, vhodný pro útočníky i univerzální hráče. Rychlost 94, Spin 104, Kontrola 94."
"Andro - Timber 5 ALL/S","Velmi kontrolovatelné allroundové prkno s vynikajícím citem pro míč, ideální pro středně pokročilé hráče stolního tenisu."
"ANDRO - Treiber FO OFF/S","Velmi živé prkno pro aktivní a odvážnou hru, ideální pro topspinové výměny a maximální tempo díky speciální vrstvě z TXL vlákna."
"ANDRO -Alpha Step II","Lehké a pohodlné boty pro moderní stolní tenis s vylepšenou stabilitou a tlumením."
"andro Alu Double Case Black Star schwarz","andro Alu Double Case Black Star je elegantní pouzdro chránící dva pálky s pěnovými výřezy proti nárazům."
"andro Andruckrolle","andro přítlačný váleček: 15 cm široký pro lepení potahů, s logem andro na rukojeti."
"andro Anzughose Marbery schwarz/grau L","Perfektní týmová volba: prodyšný 4-Way-Stretch materiál, dvě kapsy, úzké konce nohavic s zipy pro snadné oblékání, dostupné do 05/2026."
"andro Anzughose Marbery schwarz/grau M","Perfektní volba pro tým a klub: lehký, prodyšný materiál, elegantní design, kapsy na zip, snadné oblékání. Garantie do 05/2026."
"andro Anzughose Marbery schwarz/grau S","Perfektní volba pro týmy stolního tenisu s prodyšným materiálem, lehkým komfortem a praktickými kapsami, dostupné do 05/2026."
"andro Anzughose Marbery schwarz/grau XL","Perfektní volba pro tým a klub: Prodyšný, pohodlný materiál s kapsami a praktickým designem, snadné oblékání."
"andro Anzughose Marbery schwarz/grau XS","Perfektní volba pro týmy a kluby s prodyšným 4-way stretch materiálem, maximální komfort a lehké oblékání díky zipům."
"andro Anzughose Marbery schwarz/grau XXL","Ideální volba pro týmové a klubové hráče, nabízí maximální komfort díky lehkému, prodyšnému materiálu s pružností ve 4 směrech."
"andro Anzughose Marbery schwarz/grau XXS","Perfektní volba pro týmy, prodyšný materiál, maximální komfort, dvě kapsy na zip, snadné oblékání, nákup do roku 2026 zaručen."
"andro Anzughose Marbery schwarz/grau XXXL","Perfektní volba pro týmy a kluby stolního tenisu: prodyšné stretchové materiály, pohodlné a lehké, s kapsami a zipy pro snadné oblékání."
"andro Anzughose Marbery schwarz/grau XXXS","Perfektní volba pro tým a klub, díky prodyšnému materiálu, komfortnímu designu a praktickým detailům, s dostupností do 05/2026."
"andro Anzughose Marbery schwarz/grau XXXXL","Perfektní volba pro týmy a kluby: pohodlný, lehký a prodyšný materiál s praktickými kapsami a zipy, dostupné do 05/2026."
"andro Anzughose Marbery schwarz/grau XXXXXL","Perfektní volba pro klub: lehký a pružný materiál s bočními kapsami a zipy, zaručený do 05/2026."
"andro Anzugjacke Marbery blau L","Perfektní volba pro tým a klub: lehký a prodyšný materiál s kapsami na zip a logo páskou, záruka nákupu do 05/2026."
"andro Anzugjacke Marbery blau M","Perfektní volba pro tým a klub: Prodyšný, lehký materiál, komfortní design, praktické kapsy, dostupné do roku 2026."
"andro Anzugjacke Marbery blau S","Perfektní volba pro tým a klub díky pohodlnému, prodyšnému materiálu s praktickými kapsami a zárukou do května 2026."
"andro Anzugjacke Marbery blau XL","Perfektní volba pro tým a klub: prodyšný, lehký materiál, 4-way stretch, kapsy na zip, elegantní design, dostupnost do 05/2026."
"andro Anzugjacke Marbery blau XS","Perfektní volba pro týmy a kluby: Prodyšný a lehký materiál s 4-směrným strečem, boční kapsy na zip a decentní design."
"andro Anzugjacke Marbery blau XXL","Perfektní volba pro stolní tenisové týmy, lehký a prodyšný materiál s praktickými kapsami a moderním designem."
"andro Anzugjacke Marbery blau XXS","Ideální volba pro týmy a kluby: prodyšný materiál, maximální pohodlí, jednoduchý design, boční kapsy, záruka nákupu do 05/2026."
"andro Anzugjacke Marbery blau XXXL","Perfektní volba pro týmy a kluby díky prodyšnému materiálu a pohodlnému střihu s praktickými kapsami a zárukou do roku 2026."
"andro Anzugjacke Marbery blau XXXS","Perfektní volba pro týmy: Lehký funkční materiál, pohodlí, styl a záruka nákupu do 05/2026."
"andro Anzugjacke Marbery blau XXXXL","Perfektní volba pro tým a klub: Lehké, prodyšné 4-Way-Stretch oblečení s kapsami a logem andro. Zakoupitelné do 05/2026."
"andro Anzugjacke Marbery blau XXXXXL","Perfektní volba pro tým a klub: prodyšný, lehký materiál, kapsy na zip, logotape, záruka do 05/2026. 88% polyester, 12% elastan."
"andro Anzugjacke Marbery schwarz/grau L","Perfektní volba pro týmy a kluby: Prodyšný, elastický materiál, lehký komfort, elegantní design, kapsy na zip. Dostupné do 05/2026."
"andro Anzugjacke Marbery schwarz/grau M","Ideální pro týmy: lehký, komfortní 4-Way Stretch s prodyšností, praktické kapsy, elegantní design, dostupné do 05/2026."
"andro Anzugjacke Marbery schwarz/grau S","Perfektní volba pro tým a klub: Lehký, prodyšný materiál s maximálním komfortem, kapsy na zip a zaručená dostupnost do 05/2026."
"andro Anzugjacke Marbery schwarz/grau XL","Ideální pro týmy a kluby: prodyšný materiál, jednoduchý design, praktické kapsy. K dispozici do roku 2026."
"andro Anzugjacke Marbery schwarz/grau XS","Ideální volba pro tým a klub: Lehký, prodyšný, pohodlný materiál, moderní design a praktické kapsy."
"andro Anzugjacke Marbery schwarz/grau XXL","Perfektní volba pro týmy: prodyšný pružný materiál, pohodlí, praktické kapsy, stylové detaily, garance nákupu do 05/2026."
"andro Anzugjacke Marbery schwarz/grau XXS","Perfektní volba pro tým a klub: prodyšný materiál, maximální komfort, decentní design, kapsy na zip, dostupné do roku 2026."
"andro Anzugjacke Marbery schwarz/grau XXXL","Perfektní volba pro týmy a kluby, s prodyšným materiálem a pohodlným designem, včetně praktických kapes."
"andro Anzugjacke Marbery schwarz/grau XXXS","Perfektní volba pro týmy a kluby: Prodyšný 4-Way-Stretch materiál, boční kapsy, zipy, elegante design - skvělý komfort a flexibilita pro stolní tenis."
"andro Anzugjacke Marbery schwarz/grau XXXXL","Perfektní volba pro stolní tenis: prodyšný 4-Way-Stretch, pohodlný materiál, elegantní design, boční kapsy na zip, koupitelný do 05/2026."
"andro Anzugjacke Marbery schwarz/grau XXXXXL","Ideální volba pro tým a klub: Lehký, pohodlný materiál s postranními kapsami a logotapem. Dostupné do 05/2026."
"andro Ball *** ZeroT 3er weiß","Míček andro ZeroT*** je extrémně tvrdý ABS míček s dokonalou kulatostí a stabilním odrazem, ideální pro špičkovou hru."
"andro Ball *** ZeroT 72er weiß","Andro ZeroT*** je extrémně tvrdý ABS míček, zaručující konstantní let a skvělou rovnováhu mezi rychlostí a rotací."
"andro Balltasche Munro schwarz","Praktická taška na přenos a uložení stolních tenisových míčků, pojme přes 200 míčků."
"andro Basic Hülle Fraser blau camouflage","andro Basic pouzdro Fraser: Oválné pouzdro s přihrádkou na míčky."
"andro Belag Backside 3.0 rot 1,2 mm","Backside 3.0: Gumový potah pro obranné hráče s vynikající kontrolou a rotací, přizpůsobitelný pro různé herní styly."
"andro Belag Backside 3.0 rot 1,5 mm","Backside 3.0 je ideální pro defenzivní hráče díky kontrolou, přesnosti a všestrannosti s různými verzemi houbiček."
"andro Belag Backside 3.0 rot 1,8 mm","Backside 3.0 je ideální pro defenzivní hráče díky kontrole, rotaci a variabilitě, s možností volby tloušťky houby pro různé styly hry."
"andro Belag Backside 3.0 schwarz 1,2 mm","Backside 3.0 je ideální pro defenzivní hráče s kontrolou a rotací, dostupná v různých tloušťkách pro přizpůsobení hernímu stylu."
"andro Belag Backside 3.0 schwarz 1,5 mm","Backside 3.0 nabízí skvělou kontrolu a rotaci pro defenzivní hráče, přizpůsobivý pro různé styly díky dostupným tloušťkám potahu."
"andro Belag Backside 3.0 schwarz 1,8 mm","Backside 3.0: Guma pro obránce s lepivým povrchem pro precizní rotaci, dostupná v tloušťkách, poskytuje kontrolu a variabilní hru."
"andro Belag Blowfish plus rot 1,8 mm","Andro Blowfish Plus je dynamická tráva pro útočné hráče, která nabízí výbušnost, stabilitu a kontrolu pro spinové údery."
"andro Belag Blowfish plus rot 2,0 mm","andro BLOWFISH plus je potah pro útočné hráče s vnějšími nopkami, který nabízí explozivní výměny, stabilitu a kontrolu i při pasivní hře."
"andro Belag Blowfish plus rot 2,3 mm","andro Blowfish plus: Tento potah s tvrdší houbičkou je ideální pro útočné hráče s vnějšími vroubky díky své výbušnosti a stabilitě."
"andro Belag Blowfish plus schwarz 1,8 mm","andro Blowfish plus je potah s tvrdší houbou pro útočné ambice. Nabízí explozivitu a stabilitu pro útočné údery bez ztráty kontroly."
"andro Belag Blowfish plus schwarz 2,0 mm","andro Blowfish plus je útočný potah s tvrdší houbičkou a širokými nopky pro rychlé bloky a stabilní topspiny, bez ztráty kontroly."
"andro Belag Blowfish plus schwarz 2,3 mm","Andro Blowfish plus je útočný potah s tvrdší houbou, širokými nopky a skvělou stabilitou, ideální pro spinové topspiny i přesné bloky."
"andro Belag Blowfish rot 1,8 mm","S Blowfish snadno znepokojíte protivníka díky agresivnímu designu a TENSOR technologii, přináší rychlost a kontrolu pro variabilní a nevyzpytatelnou hru."
"andro Belag Blowfish rot 2,0 mm","Andro Blowfish s krátkými nopky nabízí agresivní tempo, vysokou variabilitu hry a nepředvídatelnost proti soupeři díky TENSOR technologii."
"andro Belag Blowfish rot 2,3 mm","Andro Blowfish představuje agresivní krátké vroubky s TENSOR technologií pro rychlost, citlivost a nečekanou variabilitu ve stolním tenise."
"andro Belag Blowfish schwarz 1,8 mm","S krátkými vroubky nového BLOWFISH snadno vyvíjíte tlak na soupeře díky agresivnímu designu a TENSOR technologii s vysokou rychlostí a ovládáním."
"andro Belag Blowfish schwarz 2,0 mm","S krátkými nopkami Blowfish vyvineš tlak; nové nopky a TENSOR technologie zajišťují rychlost, citlivost a nečekanou variabilitu hry."
"andro Belag Blowfish schwarz 2,3 mm","S novým potahem andro Blowfish s krátkými vroubky můžete účinně útočit i bránit díky TENSOR technologii, což zajišťuje variabilitu a nečekanou rychlost."
"andro Belag BYPE rot 1,8 mm","Vylepši svou hru s BYPE díky 45° TENSOR houbě pro spolehlivé topspiny a variabilní údery bez ztráty spinu či rychlosti."
"andro Belag BYPE rot 2,0 mm","Vylepšete výkon s BYPE a BYPE SFX gumami pro lepší kontrolu úderů a větší spin v moderní stolní hře."
"andro Belag BYPE rot 2,3 mm","Vylepšete svou hru s andro BYPE díky kombinaci přilnavého povrchu a TENSOR houby pro vyšší kontrolu a výkon."
"andro Belag BYPE SFX rot 1,8 mm","Vylepši výkon s BYPE a BYPE SFX – ideální pro lepší kontrolu, zvýšenou rotaci a rychlost v moderním stolním tenisu."
"andro Belag BYPE SFX rot 2,0 mm","Vylepši svou hru s potahy BYPE a BYPE SFX, které zvyšují kontrolu a rychlost úderů díky TENSOR technologii."
"andro Belag BYPE SFX rot 2,3 mm","Zlepšete svou hru s BYPE a BYPE SFX, které nabízejí vysokou kontrolu, spin a tempo díky vyvážené kombinaci povrchu a TENSOR houby."
"andro Belag BYPE SFX schwarz 1,8 mm","Vylepšete svou hru s BYPE a BYPE SFX, které zvyšují kontrolu, spin a rychlost, ideální pro všestranný moderní stolní tenis."
"andro Belag BYPE SFX schwarz 2,0 mm","Vylepšete svou hru s potahy BYPE a BYPE SFX, které zvyšují kontrolu, spin a rychlost, ideální pro všestranné moderní stolní tenisty."
"andro Belag BYPE SFX schwarz 2,3 mm","Zvýšení výkonu a kontrola díky BYPE a BYPE SFX, které nabízejí vynikající spin pro moderní stolní tenis."
"andro Belag BYPE schwarz 1,8 mm","Vylepši svůj výkon s BYPE a BYPE SFX pro lepší kontrolu úderů a vyšší spin a rychlost v moderním stolním tenise."
"andro Belag BYPE schwarz 2,0 mm","Vylepšete svůj výkon s BYPE a BYPE SFX—poskytují kontrolu a rotaci, ideální pro všestrannou moderní hru."
"andro Belag BYPE schwarz 2,3 mm","Zvyšte svou výkonnost! BYPE a BYPE SFX zlepšují vaši jistotu úderů, aniž byste ztratili rotaci nebo rychlost."
"andro Belag GOOD blau 1,8 mm","andro GOOD nabízí vynikající rovnováhu rychlosti a citlivosti pro kontrolovaný topspin, blok a protiúder."
"andro Belag GOOD blau 2,1 mm","andro Belag GOOD: Vyvážený, kontrolovaný povrch vhodný pro tradiční styly a učení techniky, s ideálním citem a kontrolou."
"andro Belag GOOD rot 1,8 mm","andro Belag GOOD – výborný pro kontrolovaný topspin a blok s tradičními herními styly, ideální pro mladé hráče při zlepšování technik."
"andro Belag GOOD rot 2,1 mm","Andro Belag GOOD nabízí skvělou rovnováhu mezi rychlostí a citem pro míč, ideální pro kontrolovaný topspin, bloky a kontry."
"andro Belag GOOD schwarz 1,8 mm","andro GOOD – potah s měkkou houbou pro vynikající kontrolu, tradiční styly hry a technické vylepšení mladých hráčů."
"andro Belag GOOD schwarz 2,1 mm","andro GOOD: Středně měkká houba s vynikající rovnováhou rychlosti a citu, ideální pro kontrolovaný topspin, blok a protiúdery."
"andro Belag GTT 40 rot 1,8 mm","andro potah GTT 40 s měkkou houbou pro optimální kontrolu míčku a širokou škálu rotací, ideální pro technické hráče hledající pohodlí."
"andro Belag GTT 40 rot 2,0 mm","andro potah GTT 40 s měkkou houbou pro optimální kontrolu míče, široká škála rotací a skvělý pocit ze hry."
"andro Belag GTT 40 rot 2,3 mm","andro Belag GTT 40 s měkkou houbou poskytuje skvělou kontrolu míčku a ideální pro hráče zaměřené na techniku a komfort."
"andro Belag GTT 40 schwarz 1,8 mm","andro Belag GTT 40 má měkkou houbičku pro perfektní kontrolu míčku a moderní povrch je ideální pro různé rotace."
"andro Belag GTT 40 schwarz 2,0 mm","andro potah GTT 40 s měkkou houbou pro nejlepší kontrolu míčku a širokou škálou rotací, ideální při technickém tréninku."
"andro Belag GTT 40 schwarz 2,3 mm","andro Belag GTT 40 s měkkou houbou pro optimální kontrolu míčku, ideální pro hráče zdokonalující techniku a hledající komfort."
"andro Belag GTT 45 blau 1,8 mm","Andro Belag GTT 45 nabízí optimální rovnováhu mezi kontrolou, spinem a všestranností, ideální pro techniku a flexibilní všestranné hráče."
"andro Belag GTT 45 blau 2,0 mm","andro potah GTT 45 nabízí optimální rovnováhu mezi kontrolou a všestranností s vysokou tolerancí chyb, ideální pro technickou výuku."
"andro Belag GTT 45 blau 2,3 mm","Andro GTT 45 nabízí optimální kontrolu a všestrannost pro hráče, kteří se učí techniku a hledají snadno ovladatelný potah."
"andro Belag GTT 45 pink 1,8 mm","andro potah GTT 45 nabízí ideální rovnováhu mezi kontrolou a všestranností, ideální pro hráče s technickým stylem hry a univerzální hráče."
"andro Belag GTT 45 pink 2,0 mm","andro Belag GTT 45 nabízí skvělou kontrolu a všestrannost díky TENSOR technologii, ideální pro techniku a variabilní hru s vysokou tolerancí chyb."
"andro Belag GTT 45 pink 2,3 mm","andro GTT 45 je ideální potah pro všestranné hráče, nabízí kontrolu, variabilitu, vysokou toleranci chyb a skvělý cit pro míček."
"andro Belag GTT 45 rot 1,8 mm","andro potah GTT 45 nabízí skvělou rovnováhu mezi kontrolou a všestranností, ideální pro hráče při technickém tréninku a variabilní allroundery."
"andro Belag GTT 45 rot 2,0 mm","andro Belag GTT 45 nabízí optimální rovnováhu mezi kontrolou a všestranností, ideální pro hráče zdokonalující techniku s vysokou tolerancí chyb."
"andro Belag GTT 45 rot 2,3 mm","Andro GTT 45 je ideální potah pro hráče hledající vyváženost mezi kontrolou a všestranností díky vysoké spolehlivosti a všestrannému spinování."
"andro Belag GTT 45 schwarz 1,8 mm","andro Belag GTT 45 nabízí optimální rovnováhu mezi kontrolou a všestranností, ideální pro hráče v tréninku techniky a všestranné hráče."
"andro Belag GTT 45 schwarz 2,0 mm","andro GTT 45 je ideální potah pro univerzální hráče s vysokou kontrolou, všestranností a spinovou technologií TENSOR."
"andro Belag GTT 45 schwarz 2,3 mm","andro potah GTT 45 nabízí optimální rovnováhu kontroly a všestrannosti s vysokou tolerancí chyb, ideální pro technický trénink a všestranné hráče."
"andro Belag Hexer Duro blau 1,7 mm","Hexer Duro je potah pro hráče hledající skvělou kontrolu a dlouhou životnost díky přírodnímu kaučuku a HEXER technologii."
"andro Belag Hexer Duro blau 1,9 mm","Andro Hexer Duro je určen pro hráče hledající účinný a trvanlivý potah s vynikající kontrolou míčku."
"andro Belag Hexer Duro blau 2,1 mm","Hexer Duro nabízí hráčům vynikající kontrolu a trvanlivost díky své směsi z přírodního kaučuku a technologii Hexer."
"andro Belag Hexer Duro rot 1,7 mm","Hexer Duro je gumová potahová vrstva odolná a univerzální, poskytující skvělou kontrolu a dlouhou životnost pro všestrannou hru."
"andro Belag Hexer Duro rot 1,9 mm","andro Hexer Duro je potah pro hráče hledající efektivní údery, kontrolu míčku a dlouhou životnost."
"andro Belag Hexer Duro rot 2,1 mm","Hexer Duro je určen pro hráče vyžadující rychlost, efektivitu, kontrolu a dlouhou životnost potahu."
"andro Belag Hexer Duro schwarz 1,7 mm","Hexer Duro je potah určený pro hráče hledající kontrolu, efekt a odolnost s dlouhou životností potahu."
"andro Belag Hexer Duro schwarz 1,9 mm","andro Hexer Duro je potah s dlouhou životností, nabízející kontrolu a výkon díky přírodní gumové směsi a technologii HEXER."
"andro Belag Hexer Duro schwarz 2,1 mm","Hexer Duro je potah s dlouhou životností, který nabízí skvělou kontrolu a výkon pro všechny hráče stolního tenisu."
"andro Belag Hexer Grip rot 1,7 mm","andro Hexer Grip nabízí maximální spin a fantastickou kontrolu díky pokročilému povrchu a střednímu houbovému vrstvě pro útočné hráče."
"andro Belag Hexer Grip rot 1,9 mm","Andro Hexer Grip nabízí neuvěřitelný spin a kontrolu díky přírodní gumě a moderní technologii, ideální pro všestranné ofenzivní hráče."
"andro Belag Hexer Grip rot 2,1 mm","andro Hexer Grip: Maximální rotace a fantastická kontrola pro ofenzivní hráče s plastovým míčkem."
"andro Belag Hexer Grip SFX rot 1,7 mm","andro Hexer Grip SFX a Hexer Powergrip SFX s měkkou houbou nabízejí skvělou kontrolu a rotaci pro plastový míček."
"andro Belag Hexer Grip SFX rot 1,9 mm","Andro Hexer Grip SFX a Powergrip SFX zajišťují optimální kontrolu a rotaci díky měkké houbičce a úchopové technologii, ideální pro plastové míčky."
"andro Belag Hexer Grip SFX rot 2,1 mm","andro Hexer Grip SFX nabízí vynikající rotaci a kontrolu díky měkké houbě a přilnavé vrchní gumě pro hráče, kteří se zaměřují na přesnost."
"andro Belag Hexer Grip SFX schwarz 1,7 mm","andro Hexer Grip SFX nabízí maximální rotaci, kontrolu a zvuk díky měkčímu potahu, ideální pro hráče s důrazem na kontrolu."
"andro Belag Hexer Grip SFX schwarz 1,9 mm","andro Hexer SFX přináší skvělou kontrolu a maximální rotaci díky měkké houbičce a vysoce přilnavé horní gumě, ideální pro plastikové míčky."
"andro Belag Hexer Grip SFX schwarz 2,1 mm","andro Hexer Grip SFX a Powergrip SFX s měkčí houbou pro kontrolovaný spin a cit, ideální pro hráče zaměřené na strategii a kontrolu."
"andro Belag Hexer Grip schwarz 1,7 mm","andro Hexer Grip: Maximální rotace a kontrola díky přírodní gumě a technologii 45° středního potahu pro špičkové útočné hraní."
"andro Belag Hexer Grip schwarz 1,9 mm","andro Hexer Grip: Maximální rotace, kontrola a hra s komfortem pro hráče, kteří chtějí vyšší kontrolu a magický spin při útočné hře."
"andro Belag Hexer Grip schwarz 2,1 mm","Hexer Grip nabízí maximální rotaci a fantastickou kontrolu díky moderní technologii a přírodnímu kaučuku pro ofenzivní hráče."
"andro Belag Hexer HD rot 2,1 mm","Hexer HD je vysoce přesný potah s moderní povrchovou úpravou pro špičkové topspiny a optimalizaci rychlosti úderu."
"andro Belag Hexer HD schwarz 2,1 mm","Hexer HD přináší preciznost a explosivní katapult efekt pro špičkový topspin a protiúder v moderním stolním tenisu."
"andro Belag Hexer plus rot 2,1 mm","andro Hexer plus je přesný potah s komfortní zpětnou vazbou, silným katapultem a dynamikou pro všestranné hráče stolního tenisu."
"andro Belag Hexer plus schwarz 2,1 mm","Andro Hexer je potah s komfortní zpětnou vazbou, přesností, katapultovým efektem a dynamikou pro všestranné hráče všech úrovní."
"andro Belag Hexer Powergrip rot 1,7 mm","andro Hexer Powergrip nabízí skvělý spin a sílu pro moderní topspin hru díky speciálnímu povrchu a pružné houbičce."
"andro Belag Hexer Powergrip rot 1,9 mm","andro Hexer Powergrip nabízí vysoký katapult, maximální spin a přesnost pro moderní topspinovou hru s plastovým míčkem."
"andro Belag Hexer Powergrip rot 2,1 mm","andro Hexer Powergrip: Rotace, síla, konzistence, preciznost. Ideální pro hráče, kteří chtějí magický spin a přesnost v moderním topspinovém stylu."
"andro Belag Hexer Powergrip SFX rot 1,7 mm","andro Hexer Powergrip SFX je bezchybný potah, který nabízí maximální rotaci, kontrolu a pohodlí při hře díky inovativní SFX technologii."
"andro Belag Hexer Powergrip SFX rot 1,9 mm","andro Hexer Powergrip SFX nabízí skvělý spin, kontrolu a komfort pro variabilní hráče s důrazem na stabilitu při úderech."
"andro Belag Hexer Powergrip SFX rot 2,1 mm","Andro Hexer Powergrip SFX kombinuje kontrolu a rotaci pro precizní údery s plastovým míčkem, ideální pro variabilní hráče hledající stabilitu."
"andro Belag Hexer Powergrip SFX schwarz 1,7 mm","andro Hexer Powergrip SFX nabízí skvělou kontrolu a rotaci s měkčím houbičkou pro hráče hledající stabilitu a kouzelný spin s plastovým míčkem."
"andro Belag Hexer Powergrip SFX schwarz 1,9 mm","andro Hexer Powergrip SFX nabízí vyvážené spin útoky s vysokou kontrolou a komfortem, ideální pro proměnlivé hráče s důrazem na stabilitu úderů."
